Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.21875	10.3125	13.21875	7.6875	12.46875	15	3.75	10.6875	15	9.28125	13.875	15.9375
-35	4.21875	10.3125	13.3125	7.96875	12.5625	15.375	3.84375	5.625	11.15625	3.09375	5.0625	10.40625
-30	4.21875	10.3125	14.34375	8.25	12.65625	15.75	3.84375	6.28125	10.96875	3.46875	5.25	9.28125
-25	4.3125	10.5	13.96875	8.8125	12.75	15.46875	4.21875	6.5625	10.875	4.03125	5.71875	9.09375
-20	4.3125	10.40625	13.875	8.90625	12.84375	14.71875	3.09375	4.5	10.6875	4.3125	8.8125	14.4375
-15	4.3125	5.71875	11.0625	5.25	10.3125	12.9375	3.375	10.6875	15	8.90625	13.6875	17.34375
-10	5.53125	11.25	13.875	10.59375	12.84375	14.25	3.75	10.59375	14.71875	8.8125	14.0625	16.875
-5	5.4375	11.4375	14.0625	10.96875	12.75	14.71875	4.03125	10.96875	17.53125	9.09375	17.34375	18
0	5.15625	13.96875	18.09375	11.90625	14.625	19.125	4.21875	9.84375	12.5625	8.90625	11.4375	16.125
5	5.15625	9.375	13.96875	8.90625	12.09375	15.1875	4.6875	10.3125	20.71875	8.71875	17.53125	23.4375
10	5.15625	9.1875	13.96875	9.09375	12.28125	15.28125	4.875	8.90625	11.0625	3.09375	7.96875	9.09375
15	4.875	9.75	14.0625	8.71875	12.5625	15.65625	4.875	9.9375	13.5	3.09375	8.34375	11.53125
20	4.78125	9.75	14.25	8.71875	12.65625	16.21875	4.6875	9.75	14.4375	3	8.71875	11.53125
25	4.59375	9.75	14.625	8.71875	13.21875	15.84375	4.5	14.8125	19.03125	11.25	17.4375	22.78125
30	4.59375	9.65625	14.625	8.4375	14.15625	15.9375	4.40625	13.03125	19.875	11.25	17.90625	17.90625
35	4.59375	10.03125	15.09375	8.15625	14.15625	16.125	4.40625	12.9375	16.59375	10.59375	16.40625	17.53125
40	4.59375	9.9375	15.09375	8.90625	14.0625	15.9375	4.40625	12.5625	16.6875	11.15625	16.03125	17.4375
45	4.59375	9.9375	15.5625	8.8125	14.0625	16.40625	4.40625	12.65625	16.6875	11.8125	15.9375	17.8125
50	4.6875	7.875	15.375	7.3125	14.15625	16.5	4.59375	12	21.5625	11.0625	18.375	18.375
55	4.6875	7.6875	15.28125	7.21875	14.0625	16.03125	4.59375	12.28125	14.25	11.8125	14.15625	18.46875
60	4.6875	7.3125	9.75	7.21875	9.46875	14.15625	4.59375	12.09375	20.625	11.4375	18.5625	23.0625
65	4.6875	7.125	9.84375	7.03125	9.375	14.15625	4.59375	21.09375	21.09375	18.28125	18.28125	18.28125
70	4.6875	9.84375	14.71875	9.1875	14.15625	15.9375	4.59375	16.5	20.71875	16.21875	18.65625	22.78125
75	4.59375	9.84375	14.8125	9.09375	14.15625	19.21875	4.59375	12.1875	20.8125	11.53125	18.46875	18.46875
80	4.3125	7.03125	9.75	6.5625	9.28125	14.25	4.21875	12.09375	21.1875	11.4375	20.15625	22.78125
85	4.3125	7.03125	9.84375	6.5625	9.28125	14.25	4.3125	12.1875	21.09375	11.25	19.78125	22.59375
90	4.21875	7.03125	9.84375	6.65625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.0625	22.5
