Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.84375	10.5	14.90625	8.25	12.5625	17.15625	5.625	10.3125	15.1875	7.96875	13.40625	19.21875
-35	3.84375	10.5	14.90625	8.25	12.75	17.53125	5.8125	10.875	15.09375	8.4375	13.6875	17.34375
-30	3.84375	10.40625	15	7.96875	12.9375	18	3.9375	6.1875	10.59375	4.6875	8.4375	16.5
-25	3.75	10.3125	15.1875	7.96875	13.125	18.65625	3.5625	6.375	10.59375	4.6875	8.53125	16.125
-20	3.75	10.21875	15.375	7.875	13.21875	18.9375	3.28125	6.28125	10.5	4.5	9.09375	11.53125
-15	3.75	10.125	15.375	7.78125	13.40625	19.59375	3.09375	6.1875	9.84375	4.3125	8.625	11.15625
-10	3.84375	10.21875	15.09375	7.96875	14.25	19.125	6.1875	12.75	17.4375	4.125	11.53125	16.96875
-5	3.9375	10.03125	20.90625	8.15625	19.6875	19.6875	6.375	9.65625	13.125	4.03125	8.90625	11.53125
0	3.9375	9.9375	12.28125	8.15625	11.625	16.78125	6.28125	9.28125	13.3125	4.59375	8.0625	11.90625
5	4.03125	10.03125	12.46875	8.25	11.53125	17.25	6.28125	8.15625	9.75	4.59375	7.5	8.90625
10	4.125	9.9375	12.65625	8.4375	11.625	14.25	3.375	7.03125	9.65625	3	4.59375	8.34375
15	4.125	9.84375	13.125	8.4375	12	18.84375	3.375	6.65625	9.84375	4.59375	7.875	12.75
20	4.125	9.9375	13.5	8.4375	12	13.96875	3.1875	6.46875	9.84375	5.0625	7.6875	13.125
25	4.125	9.9375	14.4375	8.8125	12.09375	16.78125	3.1875	6.1875	9.84375	5.0625	8.34375	13.5
30	4.5	9.84375	13.96875	8.8125	12.84375	16.3125	3.28125	3.84375	5.71875	3.65625	4.96875	8.15625
35	4.5	9.65625	13.59375	8.53125	12.65625	16.5	4.03125	5.34375	9.9375	4.875	8.0625	15.65625
40	4.40625	10.125	14.0625	9.1875	13.125	16.03125	4.21875	4.96875	9.9375	4.59375	8.25	15.84375
45	4.21875	10.03125	13.78125	9	13.21875	16.21875	4.875	9.84375	16.78125	8.53125	15.9375	18.09375
50	4.125	7.5	9.75	7.21875	9.09375	13.6875	4.96875	7.875	9.375	7.3125	8.53125	15.75
55	4.21875	10.125	15.28125	9.28125	13.78125	19.5	4.96875	7.78125	9.375	7.21875	8.53125	16.875
60	4.59375	7.78125	9.9375	7.40625	9.09375	13.875	4.96875	7.40625	9.46875	7.21875	8.8125	14.34375
65	4.59375	7.5	9.9375	7.3125	8.90625	13.96875	4.875	7.3125	9.5625	7.03125	9	14.25
70	4.59375	10.03125	15.1875	8.90625	14.0625	19.59375	4.875	9.65625	14.8125	9	14.25	18.09375
75	4.59375	9.9375	15	9	14.0625	19.5	4.78125	9.65625	14.90625	8.90625	14.15625	20.4375
80	4.21875	7.03125	9.9375	6.5625	9.28125	14.15625	4.40625	14.71875	23.34375	14.25	20.53125	20.53125
85	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.40625	6.9375	12	6.65625	11.34375	14.25
90	4.21875	7.03125	9.5625	6.65625	9.375	14.34375	4.3125	12.09375	14.53125	11.34375	14.4375	20.25
