Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.59375	10.5	15.09375	7.875	12.9375	18.46875	3.84375	10.5	14.8125	8.625	12.5625	17.25
-35	6	10.6875	15.1875	8.34375	13.125	18.65625	3.84375	6.375	10.40625	5.8125	8.8125	12.75
-30	6.1875	10.6875	15.09375	8.71875	13.40625	18.9375	3.75	6.1875	10.40625	5.8125	8.71875	13.03125
-25	6.28125	10.5	14.53125	8.625	13.78125	18.9375	3.65625	10.03125	15.1875	8.53125	14.0625	19.21875
-20	3.375	6.28125	10.59375	4.21875	9	15.9375	3.75	9.84375	15.84375	8.0625	14.90625	19.96875
-15	3.09375	6.1875	10.40625	4.125	9	16.21875	3.84375	9.75	12.1875	8.0625	11.53125	15.1875
-10	6.09375	21.09375	23.0625	3.9375	19.03125	22.59375	4.125	9.65625	12.75	8.25	11.625	15.75
-5	6.1875	10.03125	12.28125	3.84375	9.46875	11.71875	4.40625	9.75	12.9375	3.28125	8.0625	11.625
0	6.1875	9.46875	12.75	3.65625	8.8125	11.625	4.59375	9.75	13.03125	3.5625	7.96875	11.53125
5	6.09375	9.84375	12.9375	4.40625	9.09375	11.625	4.78125	9.9375	12.9375	3.65625	7.96875	11.625
10	3.375	6.46875	9.75	4.40625	8.4375	12	4.78125	9.84375	13.40625	3.65625	8.15625	11.8125
15	3.375	6.46875	9.9375	4.3125	7.875	12.28125	4.6875	9.75	13.59375	3.5625	8.15625	12
20	3.28125	6.375	9.84375	4.875	7.6875	12.5625	4.40625	9.84375	14.625	3.375	8.25	12.28125
25	3.28125	6	9.84375	5.0625	8.25	12.9375	4.125	9.84375	14.71875	8.25	13.125	20.53125
30	3.9375	5.53125	10.03125	5.0625	8.0625	13.3125	4.03125	9.75	15	8.25	13.03125	20.25
35	4.03125	10.03125	14.15625	7.875	13.5	16.3125	4.03125	9.65625	14.53125	8.25	13.21875	20.0625
40	4.21875	10.125	14.4375	8.25	13.96875	16.40625	4.3125	9.75	16.125	8.25	15.09375	16.78125
45	4.5	10.21875	14.625	8.53125	13.875	16.6875	4.3125	9.9375	14.25	8.90625	14.0625	16.6875
50	4.6875	7.6875	9.9375	7.21875	8.625	13.59375	4.40625	8.15625	9.5625	7.40625	8.90625	14.34375
55	4.6875	7.5	9.9375	7.21875	9.28125	13.40625	4.78125	7.875	14.71875	7.3125	14.15625	16.21875
60	4.59375	7.3125	9.9375	7.125	9.28125	13.96875	4.875	7.59375	14.71875	7.5	14.25	16.59375
65	4.59375	7.21875	9.9375	7.03125	9.1875	14.0625	4.875	7.6875	9.5625	7.3125	9.09375	14.25
70	4.5	9.9375	15.5625	9.09375	14.0625	19.5	4.875	7.40625	9.375	7.21875	9	14.25
75	4.5	9.9375	15.1875	9	14.0625	19.40625	4.78125	18.375	18.375	17.625	20.90625	20.90625
80	4.3125	6.9375	9.84375	6.5625	9.1875	14.15625	4.3125	14.625	18.5625	14.25	17.90625	20.8125
85	4.3125	7.03125	9.84375	6.46875	9.28125	14.15625	4.3125	12	21.5625	11.25	20.53125	21.9375
90	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.3125	12.1875	21.1875	11.25	20.25	22.03125
