Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.03125	9.9375	15.84375	7.5	13.59375	20.90625	3.84375	10.875	15.09375	9	13.3125	20.15625
-35	4.125	10.125	15.5625	7.875	13.5	20.625	3.84375	6.1875	10.875	5.90625	8.90625	13.59375
-30	4.125	10.3125	15.46875	8.71875	13.3125	20.625	3.75	6.09375	10.78125	5.8125	8.8125	13.875
-25	4.03125	10.125	15.09375	8.625	13.125	21	3.5625	10.59375	14.71875	8.71875	13.96875	18.5625
-20	4.03125	9.9375	12.84375	8.71875	11.34375	12.9375	3.5625	10.59375	19.59375	8.53125	17.71875	20.25
-15	4.03125	10.5	15.28125	9.75	11.0625	16.5	3.5625	10.5	19.5	8.53125	17.0625	20.0625
-10	4.40625	15.1875	16.96875	11.25	16.3125	19.21875	3.5625	10.5	19.125	8.71875	16.96875	19.3125
-5	4.5	13.21875	15.65625	11.15625	13.59375	19.21875	3.5625	10.875	19.40625	8.90625	16.96875	19.6875
0	4.40625	13.125	16.78125	11.71875	13.78125	19.03125	3.9375	10.875	12.75	3.84375	8.90625	12.46875
5	4.3125	13.03125	15.65625	11.8125	14.25	16.5	4.5	10.59375	12.9375	3.5625	9.09375	11.53125
10	4.3125	13.125	16.03125	12	14.15625	22.21875	4.59375	10.6875	12.84375	3.46875	9.1875	11.25
15	4.40625	9.375	13.21875	8.71875	12.09375	14.4375	4.5	13.125	19.21875	3.28125	9.28125	17.25
20	4.5	13.03125	14.90625	12	13.78125	16.59375	4.40625	13.96875	19.3125	3.09375	9.5625	17.4375
25	4.40625	9.65625	14.53125	9.09375	13.6875	16.59375	4.3125	13.875	19.40625	9.65625	17.625	17.625
30	4.40625	9.46875	14.8125	8.8125	14.0625	16.3125	4.21875	10.3125	12.9375	9.75	10.6875	13.6875
35	4.3125	17.4375	17.4375	16.5	20.625	20.625	4.21875	13.3125	19.6875	10.5	17.71875	17.71875
40	4.40625	9.84375	17.15625	9.46875	16.3125	20.15625	4.21875	13.21875	20.4375	10.59375	17.90625	23.15625
45	4.5	9.84375	14.53125	9.09375	14.34375	16.125	4.21875	12.84375	16.6875	11.15625	15.9375	17.8125
50	4.78125	7.875	17.15625	7.5	16.125	19.40625	4.125	12.75	16.78125	10.96875	15.9375	18
55	4.6875	7.78125	16.96875	7.3125	16.03125	19.21875	4.6875	12.46875	16.5	11.25	15.65625	18.46875
60	4.6875	7.5	16.96875	7.21875	16.03125	19.03125	4.78125	12.375	16.5	11.53125	15.9375	18.46875
65	4.6875	7.40625	9.84375	7.125	9.375	16.125	4.78125	12.375	21.1875	11.4375	18.375	22.6875
70	4.59375	9.84375	16.6875	9.28125	16.03125	19.03125	4.6875	12.09375	21	11.71875	18.28125	22.6875
75	4.59375	9.84375	22.875	9.09375	19.03125	19.03125	4.59375	12.28125	20.90625	11.4375	18.375	22.78125
80	4.21875	7.03125	9.75	6.75	9.375	19.125	4.21875	12.1875	21	11.34375	18.5625	22.59375
85	4.21875	7.03125	9.84375	6.65625	9.28125	14.34375	4.3125	12.09375	21	11.25	19.5	22.5
90	4.21875	7.03125	9.84375	6.65625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.0625	22.5
