Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.6875	10.5	15.1875	7.875	12.9375	18.375	3.65625	10.21875	14.8125	8.625	12.5625	17.25
-35	5.8125	10.59375	15.28125	8.25	13.21875	18.65625	3.5625	6.46875	10.3125	5.71875	8.90625	12.75
-30	6.1875	10.6875	15.28125	8.625	13.5	18.65625	3.5625	6.375	10.40625	5.90625	8.71875	13.125
-25	6.1875	10.5	14.71875	8.625	13.6875	18.75	3.65625	10.21875	15	8.15625	13.59375	18.75
-20	6.1875	10.59375	21.84375	8.8125	18.84375	18.84375	3.75	9.9375	12.375	8.0625	11.71875	14.0625
-15	3.09375	6.1875	10.40625	3.9375	9	18.9375	3.75	9.84375	12.5625	8.25	11.53125	15.5625
-10	6	9.375	21.5625	3.84375	9.09375	18.1875	4.03125	9.84375	12.75	8.25	11.4375	15.75
-5	6.09375	10.125	12.46875	3.65625	9.65625	11.625	3.09375	4.6875	9.65625	4.03125	8.25	11.4375
0	6.09375	9.5625	12.75	3.5625	9	11.4375	3	5.0625	9.65625	4.125	8.25	12.09375
5	6	9.5625	13.40625	3.46875	9.28125	11.53125	3	5.15625	7.40625	4.125	7.21875	8.25
10	3.46875	6.09375	9.75	3	4.21875	8.625	3	5.25	7.78125	4.125	7.21875	8.34375
15	3.375	6.375	9.84375	4.125	7.96875	12.09375	3	5.0625	9.84375	4.125	7.96875	11.8125
20	3.1875	6.375	8.0625	4.125	7.875	8.4375	3	4.3125	9.75	3.75	8.0625	12.28125
25	3.28125	6	9.84375	4.875	8.25	12.84375	4.21875	9.75	13.6875	8.15625	12.46875	14.625
30	4.03125	5.53125	10.03125	4.96875	7.96875	13.21875	4.21875	9.75	15	8.34375	12.65625	20.4375
35	4.125	10.03125	14.25	7.875	13.5	16.3125	4.21875	9.65625	15.5625	8.4375	13.3125	19.96875
40	4.3125	10.125	14.4375	7.875	13.96875	16.40625	4.21875	9.46875	15	8.4375	14.53125	15.28125
45	4.5	10.21875	14.53125	8.53125	13.875	17.625	4.21875	10.03125	14.71875	9	14.15625	16.78125
50	4.6875	7.6875	9.9375	7.21875	8.625	13.59375	4.21875	8.15625	9.46875	7.40625	9.09375	14.25
55	4.6875	7.40625	9.9375	7.21875	9.28125	13.5	4.875	7.96875	14.8125	7.40625	14.0625	16.3125
60	4.59375	7.21875	9.9375	7.125	9.28125	13.96875	4.875	7.6875	14.71875	7.5	14.15625	16.5
65	4.59375	7.125	9.9375	7.03125	9.1875	14.0625	4.78125	7.6875	9.5625	7.3125	9.1875	14.0625
70	4.5	9.9375	16.125	9.09375	14.0625	19.5	4.78125	7.40625	9.375	7.3125	9	14.15625
75	4.5	9.9375	15.09375	9	14.0625	19.40625	4.78125	18.375	23.0625	17.625	20.90625	20.90625
80	4.3125	6.9375	9.84375	6.5625	9.28125	14.15625	4.3125	14.625	18.5625	14.34375	17.90625	20.8125
85	4.3125	7.03125	9.84375	6.46875	9.28125	14.15625	4.3125	12	21.46875	11.25	20.53125	22.03125
90	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.3125	12.1875	21.1875	11.25	20.25	22.03125
