Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.5625	10.40625	14.71875	8.0625	12.375	16.96875	4.96875	10.125	15.28125	7.6875	13.5	18.84375
-35	3.5625	10.40625	14.8125	8.25	12.46875	17.15625	5.71875	10.5	15.65625	8.15625	13.96875	19.3125
-30	3.5625	10.40625	14.90625	8.25	12.65625	17.53125	6	10.5	15.75	8.53125	14.90625	16.6875
-25	3.65625	10.3125	13.125	7.78125	12.5625	13.6875	6.09375	10.21875	17.15625	8.4375	15.65625	20.4375
-20	3.65625	10.3125	15.1875	7.78125	13.875	18.375	6.1875	10.03125	12.375	8.4375	11.34375	15.84375
-15	3.75	10.21875	15.28125	7.78125	13.96875	19.875	3.09375	6.09375	9.9375	3.75	8.90625	11.4375
-10	3.375	10.03125	15.1875	7.78125	14.15625	19.40625	6	9.375	13.78125	3.75	8.53125	11.34375
-5	3.09375	4.59375	9.9375	4.125	8.25	13.59375	6	13.78125	20.15625	3.65625	11.53125	18.1875
0	3	5.0625	9.75	4.125	8.34375	11.15625	6.09375	9.5625	13.875	3.5625	8.90625	11.625
5	3	5.15625	9.75	4.21875	8.34375	11.25	6.09375	9.375	14.0625	3.5625	8.4375	11.71875
10	3	5.15625	7.78125	4.21875	7.6875	8.8125	6.09375	9.65625	14.4375	3.9375	8.4375	12.09375
15	3.09375	4.875	10.03125	4.21875	8.71875	11.53125	3.09375	6.28125	9.5625	4.03125	8.0625	12.28125
20	4.125	9.75	14.0625	8.34375	12.09375	19.03125	3.09375	6.375	9.75	4.03125	8.4375	12.75
25	4.125	9.65625	13.59375	8.25	12.375	16.6875	3.09375	6.09375	9.65625	3.9375	8.34375	13.21875
30	4.125	9.84375	13.3125	9	12.28125	13.875	3.1875	4.21875	5.8125	3.65625	4.5	8.0625
35	4.125	9.75	13.875	8.71875	12.84375	16.125	4.21875	5.53125	9.84375	4.3125	7.875	15.65625
40	4.125	10.125	13.3125	9.84375	12.9375	13.96875	5.0625	6.09375	9.9375	6	8.0625	16.125
45	4.125	10.21875	14.34375	9.1875	13.59375	16.6875	4.875	9.84375	19.21875	8.4375	16.3125	20.25
50	4.03125	7.6875	9.75	7.5	9.09375	14.0625	4.96875	7.78125	9.28125	7.3125	8.34375	13.96875
55	4.21875	10.03125	15.1875	9.375	13.875	19.40625	4.96875	7.5	9.1875	7.3125	8.4375	13.875
60	4.59375	7.78125	9.9375	7.40625	9.1875	13.96875	4.96875	15.09375	17.53125	14.15625	16.59375	18.1875
65	4.5	7.5	9.9375	7.3125	9	13.875	4.875	15	18.75	14.15625	17.15625	20.4375
70	4.5	9.9375	15.09375	9	14.0625	16.3125	4.875	9.5625	14.8125	9.1875	14.15625	18.1875
75	4.5	9.84375	14.90625	9.09375	14.0625	19.5	4.78125	9.5625	14.8125	9	14.15625	20.34375
80	4.21875	6.9375	9.84375	6.65625	9.28125	14.15625	4.40625	14.71875	14.71875	14.25	20.4375	20.4375
85	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.40625	6.84375	12	6.75	11.34375	14.25
90	4.21875	7.03125	14.90625	6.65625	14.34375	16.59375	4.3125	12.1875	14.625	11.4375	14.34375	20.25
