Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.03125	10.875	14.90625	8.625	13.78125	19.125	4.125	11.4375	15.28125	9.5625	13.6875	20.15625
-35	3.9375	10.78125	14.8125	8.4375	13.6875	18.75	4.03125	11.34375	15.1875	9	13.6875	17.8125
-30	3.84375	10.6875	14.15625	8.53125	13.875	18.46875	3.9375	11.0625	14.90625	8.4375	13.78125	17.53125
-25	3.84375	10.6875	22.59375	8.53125	18.28125	18.28125	3.84375	10.96875	18.5625	8.53125	18	20.25
-20	3.75	10.6875	22.125	8.4375	18.09375	18.09375	3.75	11.0625	18.65625	9.1875	17.71875	20.4375
-15	3.75	10.6875	22.21875	8.4375	18	18	3.75	10.875	12.46875	8.8125	11.34375	17.71875
-10	3.75	10.78125	13.96875	8.53125	13.21875	18	4.59375	13.3125	19.3125	9.46875	18.09375	20.8125
-5	3.84375	10.78125	13.59375	8.4375	13.125	18	4.6875	13.3125	19.59375	9.46875	18.1875	21.75
0	4.21875	10.78125	21.5625	8.625	18.09375	22.6875	4.5	13.3125	19.875	9.5625	18.375	20.4375
5	4.3125	10.78125	21.75	8.90625	18.09375	22.3125	4.40625	13.125	20.4375	9.9375	18.46875	22.875
10	4.3125	10.875	21.28125	9	18.28125	22.5	4.40625	13.21875	21.09375	9.9375	18.65625	18.65625
15	4.125	10.96875	14.53125	9.09375	13.59375	18.46875	4.6875	13.40625	21	10.5	18.75	18.75
20	4.03125	10.96875	14.71875	9.28125	13.03125	18.5625	4.6875	14.15625	21.1875	10.5	18.75	18.75
25	4.03125	10.78125	14.71875	9.375	13.3125	16.59375	4.59375	14.25	21	10.96875	18.75	18.75
30	4.125	11.625	14.8125	10.125	13.21875	16.6875	4.5	13.78125	16.6875	10.875	16.40625	18.5625
35	4.125	11.25	14.71875	10.03125	13.125	16.5	4.5	13.40625	16.5	10.96875	16.21875	18.09375
40	4.125	10.5	17.34375	9.75	16.40625	19.03125	4.59375	13.03125	16.5	10.96875	16.125	18.1875
45	4.125	17.53125	22.875	16.21875	18.5625	18.5625	4.6875	12.84375	16.59375	11.25	15.9375	18.09375
50	4.03125	17.0625	22.6875	16.125	18.375	18.375	4.96875	12.5625	16.5	11.15625	15.9375	18.09375
55	4.21875	17.0625	22.59375	15.9375	18.28125	18.28125	4.875	12.5625	16.5	11.25	15.84375	18.28125
60	4.59375	16.96875	22.5	15.9375	18.28125	18.28125	4.78125	12.5625	16.3125	11.34375	15.84375	18.28125
65	4.59375	16.875	23.15625	15.9375	18.375	18.375	4.78125	12.375	21.5625	11.34375	18	22.78125
70	4.5	16.96875	22.21875	16.03125	18.375	22.3125	4.78125	12.28125	21.09375	11.34375	18.375	22.59375
75	4.40625	9.75	16.96875	9.28125	16.21875	18.5625	4.78125	12.1875	21.1875	11.4375	18.65625	22.78125
80	4.125	22.03125	22.03125	18.84375	18.84375	18.84375	4.3125	12.1875	21.375	11.25	19.03125	22.6875
85	4.125	9.75	16.78125	9.28125	16.5	19.125	4.3125	12.1875	20.71875	11.25	19.59375	22.5
90	4.21875	9.5625	14.8125	9.28125	14.34375	19.3125	4.3125	12.09375	21.1875	11.25	20.0625	22.03125
