Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.6875	10.5	15.09375	7.875	12.84375	18	3.46875	6.46875	10.21875	5.8125	8.53125	12.46875
-35	5.0625	10.59375	15.375	8.15625	13.21875	18.375	3.5625	6.65625	10.3125	6	8.71875	12.65625
-30	6	10.59375	15.28125	8.53125	13.40625	18.28125	3.65625	10.21875	14.90625	8.71875	13.03125	20.71875
-25	6.09375	10.5	14.90625	8.71875	13.5	18.46875	3.75	5.90625	10.03125	5.34375	8.53125	13.5
-20	6.09375	10.40625	21.84375	8.71875	18.65625	23.34375	3.75	6	8.0625	5.625	7.875	8.53125
-15	6.09375	10.40625	21.1875	9.09375	18.09375	18.09375	3.65625	9.75	12.5625	7.96875	11.625	14.625
-10	5.90625	9.9375	16.78125	3.46875	9.09375	16.6875	3.65625	9.5625	12.28125	8.25	11.25	15.46875
-5	5.8125	10.21875	12.65625	3.46875	9.75	11.71875	3.65625	9.65625	12.1875	8.25	11.15625	16.03125
0	6	9.75	13.03125	3.375	9.09375	11.34375	3.75	5.90625	9.46875	5.71875	7.96875	11.34375
5	5.90625	9.1875	13.5	3.28125	8.71875	11.625	3.75	6.375	9.5625	5.625	8.25	11.53125
10	5.8125	9.75	13.875	3	8.90625	11.625	3.84375	6.65625	9.75	6.09375	8.34375	11.53125
15	3.46875	6.1875	9.65625	3.75	8.25	11.90625	3.9375	7.03125	9.84375	6.75	8.25	11.71875
20	3.28125	6.28125	9.84375	3.84375	8.53125	12.28125	4.21875	9.84375	14.34375	8.15625	12.5625	16.40625
25	3.28125	6	9.75	3.65625	8.34375	12.75	4.59375	9.65625	14.4375	8.4375	12.5625	20.15625
30	5.625	9.9375	14.625	8.0625	13.21875	16.5	4.78125	9.5625	15	8.53125	12.75	20.0625
35	4.5	10.03125	14.53125	7.78125	13.5	16.3125	4.59375	9.5625	15.9375	8.4375	13.78125	17.25
40	4.59375	10.125	14.53125	7.6875	14.0625	16.3125	4.40625	9.5625	17.53125	8.625	16.6875	19.6875
45	4.59375	10.21875	14.71875	8.4375	13.875	17.8125	4.3125	9.84375	14.71875	9	14.25	16.78125
50	4.6875	7.78125	9.9375	7.21875	8.53125	13.6875	4.125	8.0625	14.8125	7.21875	14.0625	17.4375
55	4.59375	7.40625	9.9375	7.21875	9.375	13.59375	5.0625	14.625	17.0625	14.0625	16.21875	21.28125
60	4.59375	7.21875	9.9375	7.125	9.28125	13.875	4.875	14.625	17.4375	14.25	16.5	21.1875
65	4.5	7.125	9.84375	7.03125	9.1875	14.0625	4.6875	14.53125	18.09375	14.34375	17.53125	21.09375
70	4.5	9.9375	16.21875	9.09375	14.0625	19.5	4.6875	14.90625	16.6875	14.15625	16.125	20.625
75	4.59375	9.84375	15.09375	9	14.0625	19.40625	4.6875	18.28125	21.375	17.625	20.71875	22.40625
80	4.3125	6.9375	9.84375	6.5625	9.28125	14.15625	4.3125	12	14.625	11.53125	14.25	18
85	4.3125	7.03125	9.84375	6.46875	9.28125	14.15625	4.3125	12.09375	21.375	11.25	20.53125	22.125
90	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.15625	22.03125
