Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.46875	6.09375	10.40625	5.90625	8.0625	12.28125	4.875	10.21875	15.28125	7.6875	13.40625	18.65625
-35	3.46875	6.46875	10.59375	6.09375	8.34375	12.46875	5.53125	10.40625	15.5625	8.0625	13.96875	19.125
-30	3.5625	10.5	14.8125	8.15625	12.65625	17.34375	6	10.5	15.65625	8.4375	14.625	19.59375
-25	3.65625	10.21875	14.4375	7.96875	12.75	17.90625	6.09375	10.21875	12.09375	8.53125	11.625	15.5625
-20	3.65625	7.59375	10.125	7.5	8.0625	12.9375	6.09375	9.9375	12.46875	8.34375	11.25	15.84375
-15	3.5625	10.125	14.71875	7.5	13.21875	19.125	6.09375	9.9375	13.125	8.90625	11.34375	16.3125
-10	3.46875	10.40625	14.625	7.78125	13.6875	19.21875	5.90625	9.375	13.78125	3.5625	8.625	11.34375
-5	3.375	10.3125	12.5625	8.0625	12.375	14.71875	5.90625	13.6875	20.25	3.5625	11.4375	18.1875
0	3.375	5.53125	10.21875	4.875	7.59375	11.71875	6	9.5625	13.875	3.46875	9	11.53125
5	3.375	5.71875	10.125	4.875	7.78125	11.625	6	9.375	14.0625	3.46875	8.53125	11.71875
10	3.46875	5.71875	9.9375	4.96875	7.875	12.28125	6	9.5625	13.96875	3.5625	8.4375	12
15	3.5625	9.9375	12.1875	8.34375	11.8125	13.96875	3.09375	6.1875	9.5625	3	3.84375	8.0625
20	3.84375	9.84375	12.65625	8.625	11.625	13.96875	3.09375	6.28125	9.75	3.9375	8.34375	12.65625
25	4.3125	9.75	12.65625	8.625	11.71875	14.0625	3.09375	6.09375	9.65625	3.84375	8.34375	13.21875
30	4.3125	10.03125	13.3125	9.1875	12.09375	14.25	3.1875	5.8125	9.75	3.5625	8.0625	13.875
35	4.3125	9.84375	14.0625	8.90625	12.9375	15.84375	5.53125	9.84375	16.59375	7.875	15.75	18
40	4.21875	9.46875	14.34375	9	13.21875	15.65625	5.0625	9.84375	17.53125	7.875	16.3125	17.90625
45	4.125	10.125	14.8125	9.1875	13.6875	16.5	4.875	9.84375	17.71875	8.4375	16.40625	18.28125
50	4.03125	7.59375	9.65625	7.3125	9.09375	14.15625	4.96875	7.78125	9.28125	7.3125	8.34375	13.96875
55	4.125	10.03125	15.1875	9.46875	14.0625	19.40625	4.96875	9.09375	14.8125	8.34375	13.875	16.3125
60	4.59375	7.78125	9.9375	7.5	9.1875	14.0625	4.96875	15.09375	17.53125	14.0625	16.5	18.28125
65	4.5	7.5	9.9375	7.40625	9	13.96875	4.875	15	18.75	14.15625	16.96875	22.96875
70	4.40625	9.9375	15.09375	9.09375	13.96875	16.21875	4.78125	9.5625	14.8125	9.1875	14.15625	18.1875
75	4.40625	9.84375	14.90625	9.09375	14.0625	19.5	4.78125	9.5625	14.8125	9	14.0625	20.34375
80	4.21875	6.9375	9.75	6.75	9.28125	14.15625	4.40625	14.71875	14.71875	14.25	20.34375	20.34375
85	4.21875	6.9375	9.84375	6.65625	9.1875	14.25	4.40625	6.84375	12.09375	6.75	11.34375	14.25
90	4.21875	7.03125	14.90625	6.65625	14.34375	16.59375	4.3125	12.1875	14.625	11.4375	14.34375	20.15625
