Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.125	10.21875	16.125	7.59375	13.78125	17.71875	3.46875	10.96875	15.1875	9.1875	13.125	20.53125
-35	4.125	10.3125	15.9375	7.875	13.59375	20.8125	3.46875	6.1875	10.96875	5.8125	9	13.5
-30	4.125	10.3125	15.46875	8.4375	13.59375	17.25	3.5625	6.1875	10.78125	6.09375	8.90625	14.0625
-25	4.125	10.3125	15	8.625	13.3125	16.40625	3.65625	10.78125	15	8.625	14.15625	19.125
-20	4.125	10.21875	15.09375	8.625	11.90625	17.34375	3.75	10.6875	19.78125	8.71875	18.375	20.625
-15	4.03125	10.3125	13.3125	9.65625	11.625	13.6875	3.75	10.6875	19.3125	8.71875	17.90625	20.0625
-10	4.5	15.75	17.53125	11.15625	16.875	19.3125	3.84375	10.40625	19.3125	8.53125	16.96875	20.25
-5	4.78125	13.40625	16.875	11.15625	13.78125	19.125	3.46875	10.5	12.5625	9	11.625	16.59375
0	4.59375	13.5	17.25	11.71875	14.34375	19.125	3.1875	12.375	19.21875	9.1875	17.25	19.96875
5	4.5	13.3125	15.9375	11.625	14.25	16.40625	3.09375	5.4375	12.09375	4.6875	9.09375	17.15625
10	4.6875	13.3125	16.21875	12.09375	14.8125	22.78125	3.09375	5.625	10.59375	4.59375	9.1875	11.625
15	4.78125	9.5625	13.40625	8.71875	12.1875	14.4375	3.1875	5.71875	10.78125	4.6875	9.28125	11.53125
20	4.6875	9.65625	14.71875	9.46875	12.28125	16.59375	3.28125	5.71875	9.28125	5.0625	8.625	9.65625
25	4.59375	9.75	14.625	8.90625	12.5625	16.5	3.84375	12.84375	14.4375	9.75	13.40625	17.53125
30	4.5	9.5625	14.8125	8.625	13.78125	16.40625	3.9375	12.65625	14.625	9.75	14.15625	17.8125
35	4.59375	9.84375	14.53125	9.28125	14.25	16.5	4.03125	13.125	19.78125	10.40625	17.53125	17.53125
40	4.6875	9.9375	14.90625	9.1875	14.34375	16.21875	4.125	12.84375	16.59375	10.78125	16.125	17.8125
45	4.6875	9.84375	14.8125	9	14.15625	16.3125	4.21875	12.84375	16.6875	11.34375	16.03125	17.625
50	4.875	7.875	14.90625	7.3125	14.34375	16.3125	4.21875	12.46875	16.78125	11.0625	15.9375	18.1875
55	4.78125	7.6875	14.90625	7.125	14.34375	16.03125	4.40625	12.46875	16.21875	11.4375	15.65625	18.5625
60	4.78125	7.5	9.65625	7.125	9.46875	14.4375	4.6875	12.375	16.40625	11.625	16.03125	18.375
65	4.6875	7.3125	9.84375	7.03125	9.375	14.4375	4.6875	12.28125	21.375	11.4375	18.28125	23.0625
70	4.6875	9.84375	14.53125	9.1875	14.4375	16.125	4.6875	12.09375	16.40625	11.8125	16.21875	18.28125
75	4.59375	9.84375	14.71875	9.09375	14.34375	19.125	4.59375	12.28125	20.8125	11.4375	18.375	18.375
80	4.3125	7.03125	9.75	6.65625	9.375	14.34375	4.21875	12.09375	21.09375	11.34375	18.5625	22.6875
85	4.21875	7.03125	9.84375	6.5625	9.28125	14.34375	4.3125	12.1875	21	11.25	19.6875	22.59375
90	4.21875	7.03125	9.84375	6.65625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.0625	22.5
