Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.84375	8.15625	10.875	7.5	9	13.6875	4.125	9.46875	12.28125	7.78125	11.53125	13.875
-35	3.75	10.875	15.75	8.4375	14.15625	19.125	4.125	9.65625	15.65625	8.25	13.59375	20.8125
-30	3.65625	10.78125	19.6875	8.71875	19.21875	20.625	4.125	9.9375	12.5625	8.625	11.90625	13.40625
-25	3.65625	10.6875	14.71875	8.625	14.15625	18.5625	4.125	9.9375	15	8.53125	11.8125	21.46875
-20	3.65625	10.59375	14.4375	8.15625	13.875	18.375	4.03125	9.65625	15.375	8.53125	11.53125	19.03125
-15	3.65625	10.5	22.03125	8.4375	18.09375	18.09375	4.03125	15.09375	16.3125	11.53125	15.75	19.3125
-10	3.75	10.59375	22.40625	8.8125	17.90625	17.90625	5.15625	16.6875	20.34375	11.25	19.3125	19.3125
-5	3.5625	10.96875	22.21875	8.8125	18.09375	22.78125	4.875	15.1875	16.78125	11.0625	15.375	19.5
0	3	10.78125	14.0625	8.34375	13.875	18.09375	4.59375	14.15625	16.78125	11.34375	14.625	19.6875
5	4.78125	10.59375	13.3125	3.9375	8.25	13.03125	4.40625	13.3125	16.875	11.25	14.34375	19.78125
10	4.875	10.59375	19.875	3.84375	9	18.28125	5.25	13.3125	17.0625	11.625	15	21.75
15	4.78125	10.5	12.1875	3.5625	9.1875	10.96875	5.0625	8.90625	13.40625	8.8125	11.625	15.65625
20	4.5	10.03125	12.09375	3.28125	9.375	10.5	4.875	14.15625	16.96875	11.8125	16.03125	21.28125
25	4.125	11.15625	14.71875	9.84375	13.5	18.65625	4.78125	13.5	17.53125	11.90625	16.03125	21.09375
30	4.03125	10.40625	12.375	9.46875	11.8125	13.96875	4.78125	5.4375	9.1875	4.875	8.71875	11.90625
35	4.03125	17.34375	19.96875	16.40625	19.03125	20.90625	5.34375	8.71875	18.75	8.53125	17.625	20.71875
40	4.125	17.34375	20.71875	16.3125	18.84375	20.90625	5.15625	12.46875	16.40625	12.09375	16.03125	17.8125
45	4.125	9.9375	17.25	9.46875	16.21875	18.28125	4.96875	12.375	15.9375	11.8125	15.75	20.15625
50	4.03125	17.0625	22.59375	16.125	18.28125	18.28125	5.0625	7.875	12.09375	7.40625	11.625	19.875
55	4.125	16.96875	22.40625	15.84375	18.375	18.375	5.0625	7.59375	12.09375	7.40625	11.625	19.6875
60	4.40625	17.0625	22.3125	15.9375	18.375	18.375	4.96875	7.40625	12.1875	7.3125	11.625	19.5
65	4.5	16.875	22.03125	16.03125	18.46875	22.78125	4.96875	12.1875	18.375	11.53125	18	19.59375
70	4.5	16.96875	22.125	16.03125	18.5625	22.875	4.96875	12.1875	21.9375	11.4375	19.5	19.5
75	4.40625	9.75	16.875	9.375	16.40625	18.75	4.96875	12.09375	14.625	11.53125	14.34375	19.59375
80	4.125	21.9375	21.9375	19.03125	19.03125	19.03125	4.40625	12.1875	14.71875	11.25	14.53125	19.59375
85	4.21875	9.75	14.53125	9.28125	14.4375	16.40625	4.3125	12.1875	21.09375	11.34375	19.78125	22.875
90	4.21875	14.8125	16.875	14.34375	16.5	19.3125	4.3125	12.09375	21.09375	11.34375	20.0625	22.03125
