Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.9375	10.875	14.71875	8.34375	13.78125	19.03125	4.03125	11.15625	15.09375	9.09375	13.6875	19.40625
-35	3.9375	10.875	14.4375	8.53125	13.78125	18.84375	3.9375	11.15625	14.90625	8.90625	13.6875	19.21875
-30	3.9375	10.78125	13.96875	8.53125	13.59375	18.65625	3.84375	10.96875	14.625	8.53125	13.78125	17.53125
-25	3.84375	10.78125	14.0625	8.34375	13.5	18.28125	3.75	10.78125	21.84375	8.34375	18.84375	18.84375
-20	3.75	10.6875	22.125	8.25	18.09375	18.09375	3.75	10.875	21.9375	8.625	17.53125	17.53125
-15	3.75	10.78125	22.3125	8.4375	18.09375	18.09375	3.75	10.78125	19.3125	8.625	17.34375	19.6875
-10	3.9375	10.875	13.875	8.53125	13.21875	18	3.9375	11.25	13.03125	8.625	11.4375	17.34375
-5	4.21875	10.78125	22.78125	8.625	18.09375	23.71875	4.21875	13.21875	19.21875	9	17.34375	19.875
0	4.3125	10.78125	13.96875	8.71875	13.3125	18.09375	4.21875	13.21875	19.3125	9.09375	17.4375	20.0625
5	4.21875	10.875	14.34375	8.90625	13.21875	18.28125	4.21875	13.125	19.59375	9.1875	17.625	20.0625
10	4.125	10.875	14.25	8.90625	13.125	18.375	4.125	13.3125	19.78125	9.46875	17.71875	17.71875
15	4.125	10.875	14.625	9.09375	12.9375	18.46875	4.125	13.40625	20.625	9.65625	17.90625	17.90625
20	4.03125	10.875	12.28125	9.375	12	12.75	4.40625	14.34375	20.71875	9.9375	18	18
25	4.125	12	14.625	9.5625	13.03125	16.6875	4.5	14.25	20.625	10.3125	18.1875	18.1875
30	4.21875	11.4375	14.71875	9.84375	13.125	16.59375	4.40625	14.0625	20.25	10.5	17.90625	17.90625
35	4.21875	10.96875	17.4375	9.84375	16.5	19.21875	4.40625	13.5	19.78125	10.59375	17.90625	17.90625
40	4.21875	17.34375	20.53125	16.3125	19.03125	21	4.40625	13.21875	16.5	10.96875	16.21875	18
45	4.21875	12.5625	17.4375	12.28125	16.3125	18.46875	4.5	13.21875	16.78125	11.0625	16.125	17.90625
50	4.21875	16.96875	22.6875	16.125	18.28125	18.28125	5.0625	12.84375	16.59375	10.96875	15.84375	17.8125
55	4.59375	17.0625	22.6875	16.03125	18.28125	18.28125	4.96875	12.5625	16.5	11.0625	15.75	18
60	4.59375	16.96875	22.96875	15.9375	18.28125	18.28125	4.875	12.46875	16.40625	11.25	15.75	18.1875
65	4.59375	16.96875	22.40625	15.9375	18.375	22.78125	4.78125	12.46875	21.375	11.4375	18.09375	22.59375
70	4.5	16.96875	22.59375	16.03125	18.46875	18.46875	4.78125	12.375	21	11.34375	18.1875	22.6875
75	4.40625	9.75	16.875	9.28125	16.21875	18.5625	4.6875	12.1875	21	11.34375	18.375	22.78125
80	4.125	9.65625	16.6875	9.46875	16.5	18.84375	4.21875	12.1875	21.28125	11.25	18.75	22.59375
85	4.125	9.75	22.78125	9.28125	19.125	19.125	4.21875	12.1875	20.71875	11.25	19.5	22.5
90	4.21875	9.65625	14.8125	9.28125	14.34375	19.3125	4.3125	12.09375	21.1875	11.25	20.0625	22.03125
