Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.125	11.15625	15.09375	8.90625	13.6875	19.40625	4.03125	10.96875	15	8.8125	13.59375	18.9375
-35	4.03125	11.15625	14.90625	8.625	13.59375	19.21875	3.9375	10.875	14.25	8.71875	13.6875	18.65625
-30	3.9375	10.96875	14.71875	8.15625	13.40625	19.125	3.84375	10.78125	19.96875	8.53125	18.28125	20.34375
-25	3.84375	10.875	14.53125	8.0625	13.3125	18.9375	3.75	10.6875	19.875	8.53125	18.1875	18.1875
-20	3.75	10.875	14.34375	8.625	13.3125	18.5625	3.65625	10.6875	19.78125	8.4375	18	20.25
-15	3.84375	10.875	14.53125	8.71875	13.78125	18.46875	3.65625	10.6875	19.59375	8.625	17.15625	19.78125
-10	4.03125	10.875	14.34375	8.4375	13.03125	18.46875	3.84375	10.78125	20.90625	8.71875	17.0625	17.0625
-5	4.3125	11.0625	14.0625	9	12.9375	18.46875	4.03125	10.78125	12.65625	8.71875	12	16.96875
0	4.21875	10.875	14.4375	9	12.84375	18.5625	4.3125	10.875	12.9375	9	11.53125	17.0625
5	4.21875	10.78125	14.625	8.8125	12.84375	18.65625	4.3125	10.96875	13.03125	9	11.25	17.0625
10	4.21875	10.78125	14.53125	9.28125	12.375	18.75	4.21875	13.125	20.25	9.1875	17.25	17.25
15	4.21875	10.78125	14.90625	9.46875	11.8125	16.6875	4.125	13.125	19.125	9.375	17.34375	19.78125
20	4.40625	10.59375	12.09375	9.65625	11.25	12.5625	4.125	10.6875	14.0625	9.46875	10.96875	17.53125
25	4.5	12.09375	14.625	10.21875	13.21875	16.5	4.3125	10.3125	14.34375	9.84375	10.59375	17.71875
30	4.40625	10.96875	14.625	10.125	13.5	16.59375	4.3125	13.78125	19.40625	10.125	17.71875	22.875
35	4.40625	17.4375	22.875	16.40625	19.40625	19.40625	4.21875	13.6875	19.6875	10.40625	17.625	22.96875
40	4.3125	17.53125	23.15625	16.40625	19.03125	19.03125	4.21875	13.125	16.96875	10.59375	16.3125	18
45	4.40625	17.34375	23.34375	16.3125	18.46875	18.46875	4.125	13.3125	20.34375	10.875	17.34375	17.34375
50	4.6875	17.25	22.78125	16.125	18.46875	18.46875	4.21875	4.96875	12.84375	4.5	10.875	15.9375
55	4.59375	17.0625	22.78125	16.125	18.375	18.375	4.96875	12.5625	16.5	11.0625	15.65625	18
60	4.59375	17.0625	22.875	16.03125	18.375	18.375	4.875	12.65625	16.5	11.25	15.75	18.28125
65	4.5	9.75	17.0625	9.375	16.03125	18.46875	4.78125	12.46875	16.3125	11.25	15.84375	18.375
70	4.5	9.75	16.96875	9.375	16.125	18.5625	4.6875	12.375	20.90625	11.4375	18.28125	18.28125
75	4.5	9.75	16.875	9.28125	16.3125	18.75	4.6875	12.375	20.90625	11.4375	18.28125	23.0625
80	4.125	9.75	22.3125	9.46875	18.9375	22.875	4.21875	12.1875	21	11.25	18.46875	22.59375
85	4.21875	6.9375	9.84375	6.75	9.28125	19.125	4.21875	12.09375	20.8125	11.25	19.40625	22.40625
90	4.21875	6.9375	9.75	6.65625	9.1875	14.34375	4.3125	12.1875	21.28125	11.25	20.0625	22.40625
