Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.9375	8.53125	10.875	7.6875	8.71875	13.78125	4.125	11.625	15.46875	10.3125	13.6875	18.09375
-35	3.9375	10.78125	15	8.71875	13.78125	18.9375	4.125	11.53125	15.375	10.03125	13.6875	17.625
-30	3.9375	10.6875	14.34375	8.53125	13.875	18.5625	4.03125	9	11.625	8.8125	10.125	13.59375
-25	3.84375	10.6875	22.40625	8.34375	18.28125	18.28125	3.9375	8.90625	11.625	8.71875	10.125	13.5
-20	3.75	10.59375	22.03125	8.34375	18	18	3.84375	12.1875	14.8125	10.03125	13.3125	18
-15	3.65625	10.59375	22.21875	8.4375	18.09375	18.09375	3.84375	12.75	19.125	10.125	18.375	20.90625
-10	3.65625	10.78125	13.96875	8.53125	13.40625	18	4.875	13.6875	19.59375	10.125	18.75	21.09375
-5	3.65625	10.6875	13.78125	8.53125	13.21875	18	4.6875	13.40625	19.875	10.03125	18.84375	21.46875
0	3.84375	10.78125	21.1875	8.34375	18	22.6875	4.5	13.21875	16.40625	10.6875	15.5625	19.03125
5	4.03125	10.6875	13.6875	8.8125	13.40625	18.1875	4.40625	13.125	16.59375	10.5	15.75	19.125
10	4.03125	10.875	13.875	8.90625	13.125	18.28125	4.5	13.125	16.59375	10.78125	15.5625	19.3125
15	4.03125	10.96875	14.34375	9.09375	14.0625	18.375	4.6875	13.03125	16.6875	10.78125	15.75	19.5
20	3.9375	10.96875	14.8125	9.375	12.9375	18.5625	4.6875	13.875	22.6875	11.0625	19.6875	19.6875
25	3.9375	10.96875	14.71875	9.46875	13.03125	16.6875	4.59375	14.15625	16.6875	11.0625	16.21875	19.78125
30	4.03125	10.40625	11.71875	9.5625	10.96875	13.3125	4.5	13.59375	16.78125	11.25	16.125	19.6875
35	4.125	11.34375	14.8125	10.3125	14.0625	16.5	4.5	13.40625	18.5625	11.34375	18.1875	19.3125
40	4.125	10.6875	17.4375	10.03125	16.40625	18.9375	4.59375	13.125	16.59375	11.34375	16.125	18.75
45	4.125	17.34375	22.6875	16.125	18.5625	18.5625	4.6875	12.84375	16.5	11.4375	15.84375	18.5625
50	4.03125	17.15625	22.78125	16.125	18.375	18.375	4.96875	12.46875	16.125	11.25	15.84375	18.5625
55	4.125	16.96875	22.59375	15.9375	18.28125	18.28125	4.875	12.375	16.3125	11.25	15.9375	18.65625
60	4.5	16.96875	22.5	15.9375	18.28125	23.625	4.875	12.28125	21.9375	11.34375	18.65625	18.65625
65	4.5	16.875	22.21875	15.9375	18.375	22.59375	4.875	12.1875	21.75	11.34375	18	22.59375
70	4.5	16.96875	22.21875	16.03125	18.46875	22.96875	4.875	12.1875	21.1875	11.4375	18.75	22.875
75	4.40625	9.75	16.875	9.28125	16.3125	18.65625	4.875	12.1875	21.28125	11.4375	18.9375	18.9375
80	4.125	22.125	23.4375	18.84375	22.78125	22.78125	4.3125	12.1875	21.375	11.25	19.3125	22.5
85	4.21875	9.75	16.78125	9.28125	16.40625	19.125	4.3125	12.1875	20.8125	11.25	19.6875	19.6875
90	4.21875	9.5625	14.8125	9.375	14.34375	16.59375	4.3125	12.09375	21.09375	11.34375	20.0625	22.03125
