Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.65625	6.75	10.78125	6.28125	7.875	12.375	4.59375	10.21875	15.09375	7.6875	13.125	17.90625
-35	3.84375	5.8125	10.59375	5.25	8.25	12.5625	4.96875	10.40625	15.28125	8.0625	13.6875	18.46875
-30	4.125	6.375	10.03125	3.09375	5.53125	8.625	5.8125	10.3125	15.28125	8.25	13.96875	18.9375
-25	3.09375	4.40625	6.84375	3.46875	6	7.96875	5.90625	10.40625	11.71875	8.53125	11.25	19.40625
-20	3.46875	4.59375	7.3125	4.03125	6.5625	8.25	6	9.9375	12.375	8.53125	11.0625	17.0625
-15	3.75	10.03125	14.15625	7.21875	12.5625	17.4375	6	9.46875	12.84375	8.53125	11.25	16.875
-10	4.21875	9.84375	20.53125	7.59375	18.65625	21.5625	5.8125	9.46875	13.5	8.8125	11.34375	17.15625
-5	4.5	9.65625	11.8125	7.875	10.96875	14.34375	5.8125	13.59375	22.03125	3.1875	11.53125	17.8125
0	4.6875	9.84375	12.46875	8.15625	11.34375	15	5.8125	9.65625	13.59375	3.28125	8.90625	11.625
5	4.96875	9.46875	12.09375	3.1875	7.96875	10.78125	5.90625	9.46875	13.59375	3.1875	8.53125	11.71875
10	5.15625	9.46875	12.75	3.46875	7.96875	11.15625	5.8125	9.65625	13.78125	3	8.53125	12
15	5.0625	10.125	12.46875	3.5625	8.4375	11.71875	5.90625	9.5625	14.0625	8.25	12.28125	18.84375
20	4.21875	10.21875	12	3.28125	9.375	11.0625	6.1875	9.65625	14.4375	8.34375	12.75	18.5625
25	3.9375	5.8125	9.65625	5.4375	9.09375	12.5625	6	9.65625	14.4375	8.34375	13.3125	18.09375
30	3.65625	5.625	13.96875	4.96875	13.03125	15.65625	5.8125	9.5625	14.4375	8.0625	13.96875	15.84375
35	3.28125	4.59375	10.125	3.9375	9.09375	13.875	5.4375	9.75	19.6875	7.78125	16.5	20.625
40	3	4.5	9.75	3.5625	8.71875	16.03125	5.15625	9.75	20.8125	7.6875	16.5	21.75
45	4.3125	5.90625	10.21875	3.375	5.625	9.1875	4.96875	9.84375	14.625	8.34375	14.15625	16.5
50	4.125	7.875	9.5625	3.28125	7.5	9.09375	5.0625	7.6875	9.28125	7.3125	8.15625	13.96875
55	4.21875	10.03125	14.71875	9.46875	14.0625	19.3125	4.96875	9	14.90625	8.34375	13.78125	16.40625
60	4.59375	9.75	15	9.1875	14.0625	16.5	4.96875	15	17.34375	13.96875	16.40625	18.375
65	4.5	9.84375	14.625	9.1875	13.875	19.40625	4.875	15	17.34375	14.0625	16.78125	17.8125
70	4.40625	9.84375	15	9.1875	14.15625	16.3125	4.78125	9.46875	14.71875	9.28125	14.15625	18.1875
75	4.40625	9.84375	14.8125	9.1875	14.15625	19.40625	4.875	9.46875	14.8125	9.09375	14.0625	20.25
80	4.21875	6.84375	9.75	6.75	9.28125	14.15625	4.40625	11.8125	14.71875	11.625	14.34375	20.25
85	4.21875	6.9375	9.84375	6.65625	9.1875	14.25	4.40625	6.84375	12.09375	6.65625	11.34375	14.25
90	4.21875	6.9375	14.8125	6.75	14.34375	16.59375	4.3125	12.1875	14.625	11.4375	14.34375	20.15625
