Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.5625	10.40625	13.21875	8.625	12.09375	13.96875	4.6875	10.21875	15.1875	7.6875	13.21875	18.1875
-35	3.75	6.84375	10.5	6.65625	8.25	12.28125	5.15625	10.40625	15.375	8.0625	13.78125	18.75
-30	3.84375	5.90625	10.5	5.34375	8.4375	12.5625	5.90625	10.40625	15.375	8.34375	14.0625	19.21875
-25	3.9375	6.375	10.5	5.71875	7.6875	12.75	6	10.3125	11.90625	8.53125	11.34375	15.375
-20	3.9375	6.5625	10.3125	6.375	7.875	13.03125	6	9.9375	12.46875	8.4375	11.15625	15.9375
-15	3.75	10.03125	15.1875	8.0625	13.3125	18.1875	6	9.65625	12.9375	8.625	11.25	16.21875
-10	3.9375	8.25	10.21875	7.3125	8.625	13.6875	5.90625	9.46875	13.59375	8.71875	11.34375	17.25
-5	4.125	10.3125	13.59375	7.6875	12.28125	16.5	5.8125	13.59375	20.90625	3.375	11.4375	18.28125
0	4.21875	10.03125	12.84375	8.25	12.09375	15.84375	5.90625	9.65625	13.78125	3.28125	8.90625	11.625
5	4.3125	7.59375	10.21875	6.84375	8.90625	12.09375	5.90625	9.375	13.6875	3.28125	8.53125	11.71875
10	4.40625	8.625	14.71875	7.03125	13.59375	17.0625	5.90625	9.5625	13.78125	3.09375	8.53125	11.90625
15	4.40625	9.5625	14.53125	7.59375	14.0625	18.09375	6	9.5625	14.15625	8.25	12.1875	19.21875
20	4.3125	9.84375	13.03125	8.53125	11.53125	18.75	3.1875	6.1875	9.65625	3.65625	8.34375	12.65625
25	4.40625	9.65625	12.9375	8.625	11.625	20.15625	3.1875	6	9.65625	3.5625	8.34375	13.21875
30	5.0625	9.75	13.59375	9.375	12.46875	16.125	5.8125	9.65625	14.53125	8.0625	13.96875	15.75
35	4.6875	9.84375	14.625	8.90625	13.6875	16.03125	5.53125	9.84375	19.78125	7.78125	16.125	20.625
40	3	4.40625	9.375	3.1875	8.53125	13.59375	5.15625	9.84375	20.90625	7.6875	16.40625	21.5625
45	4.21875	5.71875	10.21875	3.09375	5.625	9.1875	4.875	9.84375	14.4375	8.34375	14.25	16.5
50	4.125	7.78125	9.65625	7.3125	9	14.34375	5.0625	7.78125	9.375	7.3125	8.15625	13.96875
55	4.125	10.03125	15	9.375	13.875	16.5	4.96875	9.09375	14.90625	8.34375	13.875	16.40625
60	4.59375	9.75	14.8125	9.1875	13.96875	16.40625	4.96875	15	17.4375	13.96875	16.40625	18.28125
65	4.5	9.84375	14.4375	9.1875	13.96875	19.5	4.875	15	17.53125	14.15625	16.78125	17.625
70	4.40625	9.9375	15.09375	9.1875	14.15625	16.3125	4.78125	9.5625	14.71875	9.28125	14.15625	18.1875
75	4.40625	9.84375	14.8125	9.09375	14.0625	19.40625	4.78125	9.5625	14.8125	9.09375	14.0625	20.25
80	4.21875	6.9375	9.75	6.75	9.28125	14.15625	4.40625	14.71875	23.0625	14.25	20.25	20.25
85	4.21875	6.9375	9.75	6.65625	9.1875	14.34375	4.40625	6.84375	12.09375	6.65625	11.34375	14.25
90	4.21875	6.9375	14.8125	6.75	14.34375	16.59375	4.3125	12.1875	14.625	11.4375	14.34375	20.15625
