Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.84375	10.5	14.90625	8.25	12.46875	17.0625	5.53125	10.125	15.09375	7.875	13.40625	19.21875
-35	3.84375	10.5	14.8125	8.25	12.65625	17.4375	5.8125	10.875	15.1875	8.4375	13.78125	19.5
-30	3.75	10.5	14.90625	8.15625	12.84375	17.8125	6.09375	10.5	17.8125	8.53125	16.3125	19.96875
-25	3.75	10.40625	15	8.15625	13.40625	18.5625	3.9375	6.28125	10.3125	4.125	8.4375	15.9375
-20	3.75	10.3125	15.09375	7.6875	13.59375	18.84375	3.28125	6.28125	10.40625	4.3125	9.09375	11.53125
-15	3.84375	10.21875	15.09375	7.6875	13.59375	19.03125	3.09375	6.1875	9.9375	4.21875	8.8125	11.25
-10	4.03125	10.21875	14.71875	7.875	13.6875	19.125	6.09375	9.09375	12.84375	4.03125	8.4375	11.53125
-5	4.125	10.03125	20.90625	8.0625	19.59375	19.59375	6.28125	13.3125	19.96875	3.9375	11.53125	18.9375
0	4.21875	9.84375	17.34375	3	7.96875	16.6875	6.28125	9.375	13.3125	3.9375	8.34375	11.8125
5	4.3125	9.9375	20.71875	3.1875	7.875	17.625	6.1875	8.34375	9.65625	4.40625	7.96875	8.8125
10	4.40625	9.9375	12.5625	3.1875	7.96875	11.53125	6.5625	9.65625	14.625	4.40625	8.4375	12.28125
15	4.3125	9.84375	12.65625	3.09375	8.34375	11.625	3.28125	6.5625	9.75	4.40625	7.875	12.65625
20	4.21875	9.84375	13.5	8.34375	12	14.25	3.1875	6.46875	8.0625	4.5	7.6875	8.4375
25	4.03125	9.9375	13.40625	8.8125	12.28125	14.0625	3.09375	6.1875	9.75	4.875	8.34375	13.40625
30	4.03125	9.84375	13.875	8.90625	12.5625	16.3125	3.1875	5.8125	9.84375	4.875	8.0625	15.375
35	4.40625	9.65625	13.6875	8.625	12.65625	16.59375	4.03125	5.34375	9.9375	4.78125	7.96875	15.5625
40	4.3125	10.125	14.34375	9.28125	13.125	16.03125	4.96875	9.9375	16.6875	8.15625	16.03125	18.09375
45	4.21875	10.03125	13.6875	9	13.3125	16.03125	4.875	9.84375	16.96875	8.53125	16.03125	18
50	4.125	7.6875	9.65625	7.21875	9	13.875	4.96875	7.875	9.28125	7.3125	8.4375	16.03125
55	4.21875	10.125	15.28125	9.28125	13.96875	19.40625	4.96875	7.6875	9.28125	7.21875	8.53125	16.5
60	4.59375	7.6875	9.9375	7.40625	9.09375	13.96875	4.96875	7.3125	9.375	7.21875	8.90625	14.25
65	4.59375	7.5	9.9375	7.21875	8.90625	13.96875	4.875	7.21875	9.5625	7.03125	9.1875	14.25
70	4.59375	9.9375	15.1875	8.90625	14.0625	19.5	4.875	9.65625	14.8125	9.09375	14.25	18.09375
75	4.5	9.84375	15	9	14.0625	19.5	4.875	9.5625	14.90625	8.90625	14.15625	20.4375
80	4.21875	7.03125	9.84375	6.65625	9.28125	14.15625	4.40625	14.8125	23.71875	14.25	20.4375	20.4375
85	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.40625	12	14.71875	11.34375	14.25	20.4375
90	4.21875	7.03125	9.5625	6.65625	9.375	14.34375	4.3125	12.09375	14.53125	11.4375	14.4375	20.25
