Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.03125	7.875	10.875	7.59375	8.625	13.78125	4.125	11.34375	15.28125	9.28125	13.6875	19.875
-35	3.9375	10.78125	14.625	8.53125	13.6875	18.75	4.03125	11.25	15.09375	8.90625	13.6875	19.875
-30	3.9375	10.78125	13.96875	8.4375	13.6875	18.5625	3.9375	10.96875	14.8125	8.4375	13.78125	17.34375
-25	3.84375	10.6875	22.5	8.4375	18.28125	18.28125	3.75	10.875	18.28125	8.34375	17.8125	19.875
-20	3.75	10.6875	22.125	8.34375	18.09375	18.09375	3.75	11.0625	18.65625	8.90625	17.71875	20.15625
-15	3.75	10.6875	22.21875	8.34375	18.09375	18.09375	3.75	10.875	12.5625	8.8125	11.71875	17.625
-10	3.84375	10.78125	13.875	8.53125	13.125	18	4.125	13.40625	19.21875	9.09375	17.71875	20.34375
-5	4.03125	10.78125	13.40625	8.53125	13.125	18	4.5	13.40625	19.40625	9.375	17.8125	22.78125
0	4.21875	10.78125	21.28125	8.71875	18.09375	22.03125	4.40625	13.3125	19.59375	9.28125	18	20.34375
5	4.3125	10.875	13.6875	8.8125	13.5	18.1875	4.3125	13.3125	19.96875	9.65625	18.09375	22.875
10	4.21875	10.875	21.5625	8.90625	18.28125	22.40625	4.21875	13.3125	20.0625	9.75	18.28125	18.28125
15	4.21875	10.875	14.625	9.09375	13.3125	18.46875	4.59375	13.21875	20.8125	10.125	18.375	18.375
20	4.125	10.875	14.71875	9.28125	13.03125	18.65625	4.6875	14.0625	21	10.3125	18.375	18.375
25	4.21875	10.6875	12	9.46875	11.34375	13.21875	4.59375	14.4375	20.90625	10.5	18.46875	18.46875
30	4.21875	11.53125	14.8125	9.9375	13.125	16.6875	4.5	14.15625	20.625	10.78125	18.28125	18.28125
35	4.21875	11.15625	14.53125	9.9375	13.875	16.5	4.5	13.875	16.5	10.96875	16.3125	18
40	4.125	10.6875	17.34375	9.84375	16.3125	18.9375	4.59375	13.3125	16.59375	10.96875	16.21875	18.1875
45	4.125	14.4375	17.53125	14.15625	16.21875	18.5625	4.6875	12.9375	16.6875	11.0625	15.9375	18
50	4.03125	17.0625	22.59375	16.125	18.375	18.375	4.96875	12.5625	16.5	11.0625	15.84375	18
55	4.3125	17.0625	22.59375	16.03125	18.28125	18.28125	4.875	12.46875	16.5	11.25	15.84375	18.1875
60	4.59375	16.96875	22.6875	15.9375	18.28125	18.28125	4.78125	12.5625	16.3125	11.34375	15.75	18.28125
65	4.59375	16.875	22.40625	15.9375	18.375	22.875	4.78125	12.46875	21.65625	11.34375	18	22.59375
70	4.5	16.96875	22.3125	16.03125	18.375	22.78125	4.78125	12.28125	21.09375	11.34375	18.28125	22.78125
75	4.40625	9.75	16.96875	9.28125	16.21875	18.5625	4.78125	12.1875	21.09375	11.34375	18.5625	18.5625
80	4.125	16.6875	22.03125	16.5	18.84375	18.84375	4.3125	12.1875	21.375	11.25	18.84375	22.6875
85	4.125	9.75	16.6875	9.28125	16.5	19.125	4.3125	12.1875	20.71875	11.25	19.5	22.5
90	4.21875	9.65625	14.8125	9.28125	14.34375	19.3125	4.3125	12.09375	21.09375	11.25	20.0625	22.03125
