Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	5.34375	8.53125	10.40625	4.875	7.6875	9.09375	4.21875	10.03125	13.96875	7.59375	12.375	15.5625
-35	5.90625	7.5	10.78125	5.15625	7.21875	8.53125	4.3125	10.125	14.34375	8.0625	12.65625	15.84375
-30	6.375	8.15625	10.78125	5.53125	7.5	9.1875	4.40625	9.9375	14.625	8.25	13.21875	16.03125
-25	3	6.9375	10.6875	6.09375	7.96875	18.1875	4.5	9.9375	14.25	8.625	13.40625	15.5625
-20	3.28125	5.15625	7.875	5.0625	7.03125	9	4.59375	5.625	9.65625	5.0625	8.625	11.0625
-15	3.5625	10.59375	16.03125	7.6875	15.375	18.75	5.71875	11.71875	18.65625	10.78125	14.8125	19.875
-10	3.9375	10.78125	16.40625	8.8125	15.65625	19.3125	5.625	12.375	18.5625	11.15625	14.90625	19.875
-5	4.125	10.5	12.1875	8.8125	12	18.84375	5.53125	13.03125	18.9375	11.4375	15.09375	19.96875
0	4.21875	10.6875	14.34375	3	9.1875	12.28125	5.53125	13.40625	19.21875	11.90625	15.375	19.96875
5	5.625	11.15625	14.4375	4.59375	8.53125	13.125	5.625	9.28125	13.96875	8.625	12.28125	15.65625
10	5.71875	10.96875	20.625	4.5	8.34375	18.5625	5.625	8.8125	14.15625	8.4375	12.65625	15.9375
15	5.625	10.40625	12.84375	4.3125	8.71875	12.375	5.4375	9.46875	14.25	8.4375	13.03125	15.84375
20	5.4375	9.65625	14.90625	3.5625	9	13.96875	5.8125	9.46875	14.15625	8.34375	13.59375	16.125
25	4.40625	10.3125	17.15625	3	9.09375	16.3125	5.8125	9.5625	16.40625	8.4375	15.46875	16.5
30	4.21875	9.5625	17.25	9.1875	16.3125	18.75	5.625	9.46875	16.96875	8.25	15.84375	17.53125
35	4.125	14.53125	17.15625	14.15625	16.3125	18.375	5.34375	9.5625	14.8125	8.0625	14.71875	17.25
40	4.21875	12.5625	16.875	12.1875	16.03125	18.1875	5.0625	8.34375	9.75	7.96875	8.71875	14.25
45	4.3125	9.65625	12.75	9.28125	12.46875	16.03125	4.875	9.65625	15.1875	8.71875	14.15625	16.59375
50	3.09375	4.40625	16.96875	3.28125	15.9375	18.84375	4.96875	7.875	15.09375	7.3125	13.96875	18.28125
55	4.40625	14.53125	17.15625	13.875	16.21875	18.75	4.875	15	18.5625	13.96875	18.28125	21.375
60	4.40625	16.96875	20.90625	16.21875	18.84375	21.75	4.875	15	22.96875	14.0625	20.8125	20.8125
65	4.40625	9.84375	14.4375	9.46875	13.875	16.40625	4.875	14.90625	18.46875	14.15625	18	20.25
70	4.40625	9.75	16.78125	9.1875	16.21875	18.9375	4.875	14.71875	23.15625	14.15625	20.0625	20.0625
75	4.40625	9.75	14.4375	9.28125	14.34375	19.03125	4.875	14.71875	22.96875	14.15625	20.0625	20.0625
80	4.125	22.21875	23.625	19.21875	22.6875	22.6875	4.40625	12.09375	14.71875	11.34375	14.34375	19.96875
85	4.21875	9.75	14.53125	9.28125	14.34375	16.59375	4.40625	12.1875	14.625	11.34375	14.34375	20.0625
90	4.21875	14.8125	16.96875	14.34375	16.59375	19.3125	4.3125	12.1875	14.625	11.4375	14.53125	20.15625
