Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.59375	10.5	15.09375	7.875	12.84375	17.8125	3.5625	6.375	10.21875	6	8.8125	12.28125
-35	4.78125	10.59375	15.28125	8.15625	13.125	18.1875	3.65625	6.46875	10.40625	6.375	8.8125	12.28125
-30	6	10.59375	15.1875	8.4375	13.40625	18.1875	3.84375	6.09375	10.5	5.25	8.90625	12.46875
-25	6	10.59375	14.90625	8.71875	13.40625	18.28125	3.9375	6.375	10.59375	5.53125	8.90625	12.75
-20	6	10.40625	14.15625	8.71875	13.875	18.5625	4.03125	6.5625	10.3125	5.90625	7.96875	13.03125
-15	6	10.5	21.375	9.09375	18.09375	18.09375	3.84375	9.75	14.8125	8.25	13.5	18.9375
-10	5.8125	10.125	16.96875	9.09375	16.5	18	3.9375	7.6875	10.03125	7.40625	8.90625	12
-5	5.8125	10.03125	12.65625	3.375	9.84375	11.71875	4.03125	10.03125	13.40625	7.6875	11.90625	16.125
0	5.90625	9.84375	13.125	3.28125	9.1875	11.4375	4.125	10.03125	13.40625	7.6875	11.90625	16.21875
5	5.90625	9.28125	13.5	3.1875	8.71875	11.625	4.3125	7.5	10.03125	6.75	8.8125	11.90625
10	5.8125	9.84375	13.59375	3	9	11.625	4.40625	8.4375	9.75	6.84375	9.09375	12.09375
15	6	9.65625	14.0625	8.4375	11.90625	16.59375	4.5	9.65625	12.75	7.3125	11.90625	13.5
20	3.375	6.28125	9.84375	3.65625	8.53125	12.28125	4.59375	9.75	12.9375	8.15625	11.71875	14.625
25	6	9.75	14.625	8.34375	12.75	16.78125	5.15625	9.75	13.21875	8.53125	11.8125	19.875
30	5.625	9.9375	14.625	8.0625	13.21875	16.5	5.34375	9.75	15.375	8.53125	12.9375	19.96875
35	4.875	10.03125	14.53125	7.78125	13.5	16.3125	4.96875	9.65625	15.9375	8.625	14.625	16.875
40	4.59375	10.125	14.53125	7.6875	13.96875	16.21875	4.59375	9.28125	17.53125	3.28125	8.34375	16.78125
45	4.59375	10.21875	14.71875	8.53125	13.875	18.1875	4.3125	9.9375	14.625	3.1875	9.28125	14.0625
50	4.6875	7.875	9.9375	7.21875	8.4375	13.78125	4.21875	8.0625	15	7.3125	14.53125	21.5625
55	4.59375	7.40625	9.9375	7.21875	9.375	13.6875	5.15625	7.59375	14.625	7.21875	14.0625	16.21875
60	4.59375	9.84375	16.125	9.375	13.96875	20.71875	4.875	14.625	17.34375	14.15625	16.5	21.1875
65	4.5	9.84375	15.65625	9.28125	14.15625	19.875	4.6875	18.09375	21.9375	17.53125	21.375	22.59375
70	4.5	9.84375	16.21875	9.09375	14.0625	19.40625	4.59375	14.90625	16.6875	14.25	16.125	20.71875
75	4.59375	9.84375	15.09375	9	14.0625	19.3125	4.6875	18.28125	21.65625	17.53125	20.625	22.59375
80	4.3125	6.9375	9.84375	6.5625	9.28125	14.15625	4.3125	12	14.625	11.53125	14.25	18
85	4.3125	7.03125	9.84375	6.46875	9.28125	14.15625	4.3125	12.09375	21.375	11.25	20.4375	22.21875
90	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.15625	22.125
