Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.59375	10.5	15.09375	7.875	12.84375	17.625	3.65625	6.65625	8.34375	6	7.875	9
-35	4.6875	10.59375	15.1875	8.15625	13.03125	18	3.84375	5.90625	10.78125	5.15625	8.34375	12.5625
-30	5.90625	10.59375	15.1875	8.4375	13.40625	18	4.03125	6.375	10.875	5.4375	8.71875	13.03125
-25	6	10.59375	14.90625	8.71875	13.40625	18.1875	4.3125	6.75	8.53125	5.8125	8.15625	8.625
-20	6	10.5	14.34375	8.71875	13.6875	18.28125	3.46875	4.59375	7.125	3.65625	6.375	8.4375
-15	6	10.59375	21.84375	9	17.90625	17.90625	3.75	9.65625	12.09375	7.21875	11.4375	18.65625
-10	5.8125	10.3125	16.875	9.1875	16.3125	17.90625	4.125	9	11.71875	7.78125	10.96875	15.84375
-5	5.71875	9.84375	12.5625	3.28125	9.75	12	4.40625	9.375	12.09375	7.96875	10.78125	16.03125
0	5.8125	9.9375	12.9375	3.28125	9.1875	11.53125	4.78125	9.5625	12.84375	7.96875	11.25	16.03125
5	5.90625	9.46875	13.3125	3.09375	8.71875	11.71875	4.96875	9.28125	12.375	3.09375	7.78125	10.96875
10	5.8125	9.84375	13.3125	9.09375	11.71875	16.59375	5.15625	9.375	13.125	3.375	7.78125	11.53125
15	5.90625	9.65625	13.875	8.53125	12	16.5	5.15625	10.03125	14.0625	3.5625	8.15625	12.1875
20	6.1875	9.84375	14.53125	8.53125	12.375	16.59375	4.5	10.03125	12	3.46875	9	11.15625
25	6	9.75	14.625	8.4375	12.84375	16.6875	4.03125	5.625	9.65625	5.53125	8.90625	12.65625
30	5.53125	9.84375	14.53125	8.15625	13.21875	16.40625	3.75	5.71875	9.375	4.96875	8.53125	13.6875
35	4.96875	10.03125	14.53125	7.875	13.5	16.21875	3.28125	5.15625	9.9375	3.9375	9	16.78125
40	4.6875	8.25	10.03125	7.6875	8.4375	14.0625	3	4.59375	9.5625	3.65625	8.625	16.6875
45	4.59375	10.125	15.09375	8.53125	13.875	21	4.40625	14.90625	17.90625	3.46875	14.15625	16.59375
50	4.6875	7.875	9.9375	7.125	8.4375	13.78125	4.21875	8.15625	23.34375	3.375	7.5	22.3125
55	4.59375	7.5	9.9375	7.21875	9.375	13.78125	5.15625	7.59375	14.53125	3.1875	7.3125	14.25
60	4.59375	9.84375	16.03125	9.375	13.96875	20.625	4.875	14.71875	17.15625	14.25	16.5	21.46875
65	4.5	9.84375	15.65625	9.28125	14.15625	19.78125	4.6875	14.4375	18.1875	13.96875	17.53125	20.90625
70	4.5	9.84375	15.1875	9.09375	14.0625	15.5625	4.59375	14.8125	16.59375	14.4375	16.125	21.9375
75	4.59375	9.84375	15.09375	9	14.0625	19.3125	4.59375	18.28125	21.75	17.53125	20.8125	22.6875
80	4.3125	6.9375	9.84375	6.5625	9.28125	14.25	4.3125	12.09375	14.625	11.53125	14.25	18.09375
85	4.3125	7.03125	9.84375	6.46875	9.28125	14.15625	4.3125	12.09375	21.28125	11.25	20.34375	22.21875
90	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.15625	22.125
