Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.65625	8.15625	11.0625	7.40625	9.09375	13.5	4.21875	9.84375	12.9375	7.6875	12.09375	14.625
-35	3.65625	8.34375	10.78125	7.78125	9.65625	13.59375	4.21875	10.03125	13.21875	7.96875	12.28125	14.4375
-30	3.75	10.78125	16.5	8.4375	15.1875	17.15625	4.3125	9.9375	14.53125	8.25	12.5625	15.28125
-25	3.9375	10.78125	21.65625	8.71875	18.5625	18.5625	4.3125	9.9375	18.375	8.625	12.65625	22.40625
-20	4.125	10.6875	21.84375	7.6875	18.5625	18.5625	4.3125	9.65625	18.09375	8.625	12.9375	21.09375
-15	4.03125	10.59375	14.4375	8.53125	14.34375	18.5625	4.40625	5.53125	18.1875	5.34375	13.125	19.78125
-10	3.9375	8.0625	10.59375	7.59375	8.8125	18.28125	5.4375	12.46875	18	11.90625	13.78125	19.6875
-5	3.84375	10.3125	19.21875	8.25	17.53125	19.78125	5.34375	13.03125	18.28125	11.625	14.0625	19.96875
0	3.84375	11.90625	14.15625	9.46875	13.40625	18.09375	5.15625	13.125	17.8125	11.8125	14.625	20.0625
5	3.84375	9.09375	11.34375	8.8125	9.65625	18.28125	5.34375	9.09375	13.5	8.8125	12.09375	15.28125
10	4.03125	7.3125	10.6875	6.46875	8.90625	18.375	5.34375	13.59375	18.28125	12.09375	15.65625	19.125
15	4.21875	8.0625	10.40625	6.84375	8.90625	13.40625	5.15625	9.375	13.59375	8.53125	12.46875	15.75
20	4.21875	10.5	14.8125	8.8125	13.3125	18.46875	4.96875	9.28125	14.0625	8.53125	12.5625	16.21875
25	4.21875	11.0625	15.09375	8.8125	13.59375	16.59375	4.875	9.5625	17.71875	8.625	15.84375	18.5625
30	4.21875	10.59375	17.25	9.5625	16.59375	18.9375	5.4375	9.375	16.96875	8.4375	15.84375	17.53125
35	4.21875	9.65625	14.34375	9.375	14.0625	16.3125	5.25	9.09375	18.84375	8.15625	17.625	21.46875
40	4.21875	12.5625	17.15625	12.375	16.3125	18.28125	5.0625	9.5625	14.8125	9	14.25	15.9375
45	4.21875	9.84375	16.96875	9.28125	16.03125	18.1875	4.96875	9.5625	15.28125	8.8125	14.25	18.375
50	4.21875	16.96875	22.5	15.9375	18.375	18.375	5.0625	7.78125	15.09375	7.40625	14.15625	21
55	4.21875	17.15625	22.3125	15.9375	18.46875	18.46875	4.96875	14.90625	14.90625	14.0625	20.53125	20.53125
60	4.40625	16.96875	21.9375	15.9375	18.65625	18.65625	4.96875	14.8125	22.875	14.0625	20.15625	20.15625
65	4.40625	16.96875	21.9375	16.3125	18.65625	22.875	4.96875	14.625	18.375	14.15625	18	19.96875
70	4.40625	9.75	16.875	9.375	16.125	18.75	4.96875	12	14.71875	11.53125	14.15625	19.875
75	4.40625	9.75	16.78125	9.28125	16.5	18.9375	4.96875	12	14.71875	11.53125	14.15625	19.875
80	4.125	22.125	22.125	19.125	22.875	22.875	4.40625	12.09375	14.71875	11.34375	14.34375	19.875
85	4.21875	9.75	14.53125	9.28125	14.34375	16.5	4.40625	12.1875	14.53125	11.25	14.4375	19.96875
90	4.21875	14.8125	16.875	14.34375	16.5	19.3125	4.3125	12.1875	21.1875	11.34375	20.15625	22.03125
