Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.84375	10.6875	15.375	8.625	13.125	18.46875	3.84375	10.78125	15.09375	8.8125	13.3125	18.46875
-35	3.84375	6.46875	10.6875	6	8.625	13.3125	3.84375	6.46875	10.96875	5.90625	9	13.6875
-30	3.65625	6.65625	10.96875	5.625	8.4375	13.40625	3.84375	10.59375	15.46875	9	13.96875	19.5
-25	3.5625	6.65625	11.0625	5.34375	9.65625	13.59375	3.75	10.21875	15.5625	8.4375	14.4375	20.0625
-20	3.46875	6.5625	11.15625	5.25	9.375	20.53125	3.75	9.9375	12.375	8.0625	11.34375	15.65625
-15	3.375	6.5625	9	5.25	8.71875	10.21875	3.75	9.75	12.84375	7.875	11.34375	15.84375
-10	3.28125	8.34375	11.90625	6	9.9375	16.5	3.9375	9.65625	13.125	7.875	11.4375	16.21875
-5	3.375	7.96875	9.84375	6	9.09375	11.25	4.125	9.75	13.03125	7.875	11.625	17.25
0	3.9375	9.46875	13.125	6	11.71875	18.375	4.3125	9.75	13.5	7.78125	11.71875	17.90625
5	3.9375	9.9375	13.3125	6.75	11.90625	18.75	4.40625	9.75	13.59375	7.78125	11.8125	18.65625
10	3.84375	8.25	10.03125	6.75	8.53125	12	4.40625	9.84375	13.6875	7.875	12	19.78125
15	3.84375	10.03125	13.03125	7.5	12.1875	13.5	4.40625	9.84375	13.3125	7.875	12.1875	13.78125
20	3.75	10.125	14.8125	8.25	12.75	19.03125	4.40625	9.84375	14.8125	8.15625	12.75	22.03125
25	4.125	10.03125	14.71875	8.53125	13.40625	16.875	4.5	9.84375	14.71875	8.25	12.75	20.53125
30	4.125	10.03125	14.71875	8.53125	13.21875	16.875	4.5	9.75	15.09375	8.15625	12.9375	20.625
35	4.125	10.125	13.40625	8.53125	13.125	13.5	4.40625	9.75	14.8125	8.15625	13.5	15.5625
40	4.125	10.125	14.53125	8.8125	13.125	16.3125	4.3125	9.9375	13.96875	8.53125	13.40625	14.8125
45	4.21875	10.125	14.15625	8.8125	13.125	16.03125	4.21875	9.84375	16.3125	8.53125	15	17.4375
50	4.78125	7.875	9.9375	7.3125	8.90625	13.3125	4.125	5.0625	9.375	4.78125	7.5	16.6875
55	4.78125	7.6875	9.9375	7.21875	8.90625	13.5	5.0625	8.53125	17.625	7.40625	16.875	19.5
60	4.6875	7.59375	10.03125	7.125	8.8125	13.875	4.96875	7.875	9.75	7.40625	9	14.34375
65	4.59375	7.3125	10.03125	7.03125	8.90625	13.96875	4.875	7.78125	9.65625	7.21875	8.90625	14.0625
70	4.59375	10.03125	15.46875	9	14.0625	19.40625	4.78125	7.5	9.5625	7.21875	8.8125	14.15625
75	4.5	9.9375	15.28125	8.90625	13.96875	19.40625	4.78125	9.5625	14.625	9	14.4375	17.8125
80	4.3125	6.9375	9.9375	6.5625	9.1875	14.15625	4.3125	18.5625	23.25	17.90625	20.90625	20.90625
85	4.21875	7.03125	9.84375	6.46875	9.28125	14.25	4.3125	11.90625	14.625	11.34375	14.4375	20.8125
90	4.21875	7.03125	9.75	6.5625	9.28125	14.34375	4.3125	12.09375	21.28125	11.25	20.25	21.9375
