Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.6875	10.5	15.09375	7.875	12.84375	18.1875	3.46875	6.28125	10.40625	5.71875	8.4375	12.375
-35	5.53125	10.59375	15.375	8.15625	13.3125	18.46875	3.46875	6.5625	10.59375	5.8125	8.625	12.5625
-30	6.09375	10.59375	15.28125	8.625	13.40625	18.46875	3.5625	6.5625	10.59375	6.09375	8.625	12.75
-25	6.1875	10.5	14.90625	8.625	13.6875	18.5625	3.65625	10.125	15.09375	8.25	12.84375	18.5625
-20	6.1875	10.40625	21.84375	8.71875	18.75	18.75	3.75	9.65625	14.15625	8.25	13.03125	19.40625
-15	3.28125	6.09375	10.40625	3.46875	9.09375	18.09375	3.65625	9.75	16.6875	7.6875	15.375	19.875
-10	5.90625	9.75	21.84375	3.65625	9	18.1875	3.46875	9.84375	12.75	7.875	11.90625	15.75
-5	5.90625	10.125	12.65625	3.5625	9.75	11.71875	3.375	9.84375	13.03125	8.0625	11.71875	16.03125
0	6.09375	9.65625	12.9375	3.46875	9	11.25	3.28125	5.53125	9.9375	4.78125	7.5	11.625
5	6	13.5	21.28125	3.375	11.53125	18.46875	3.28125	5.71875	9.84375	4.78125	7.59375	11.625
10	3.65625	5.90625	9.75	3.09375	3.84375	8.71875	3.375	5.71875	9.84375	4.875	7.78125	11.8125
15	3.375	6.28125	9.65625	3.9375	8.15625	11.90625	3.375	9.84375	14.0625	8.0625	12	20.625
20	3.1875	6.28125	9.84375	3.9375	8.53125	12.375	3.65625	9.75	12.65625	8.34375	12	13.5
25	3.28125	6	9.75	3.84375	8.25	12.84375	4.3125	9.84375	12.65625	8.53125	11.90625	13.6875
30	4.21875	5.625	9.9375	4.78125	8.0625	13.21875	4.40625	9.84375	15.09375	8.53125	12.9375	20.25
35	4.21875	10.03125	14.34375	7.78125	13.5	16.3125	4.40625	9.75	14.625	8.625	13.40625	15.1875
40	4.5	10.125	14.53125	7.78125	14.0625	16.3125	4.3125	9.5625	16.125	8.625	15.1875	16.875
45	4.5	10.21875	14.625	8.4375	13.875	17.625	4.21875	9.84375	14.71875	8.8125	14.0625	16.78125
50	4.6875	7.78125	9.9375	7.21875	8.53125	13.59375	4.125	8.0625	17.625	7.3125	16.96875	21.46875
55	4.6875	7.40625	9.9375	7.21875	9.375	13.59375	4.96875	7.78125	14.8125	7.59375	14.25	16.21875
60	4.59375	9.9375	16.21875	9.28125	13.96875	20.90625	4.875	14.71875	17.4375	14.15625	16.5	21.375
65	4.5	7.125	9.9375	7.03125	9.1875	14.0625	4.78125	7.59375	14.71875	7.5	14.15625	17.53125
70	4.5	9.9375	16.21875	9.09375	14.0625	19.5	4.78125	14.8125	16.6875	14.15625	16.125	20.8125
75	4.5	9.9375	15.09375	9	14.0625	19.40625	4.78125	18.375	21.28125	17.625	20.8125	21.9375
80	4.3125	6.9375	9.84375	6.5625	9.28125	14.15625	4.3125	11.90625	14.625	11.53125	14.25	17.90625
85	4.3125	7.03125	9.84375	6.46875	9.28125	14.15625	4.3125	12	21.46875	11.25	20.53125	22.03125
90	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.25	22.03125
