Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.9375	10.59375	15.1875	8.25	13.03125	18.28125	3.84375	10.5	14.90625	8.71875	12.84375	17.71875
-35	3.84375	6.1875	10.78125	5.53125	8.53125	13.125	3.84375	6.375	10.6875	6	8.8125	13.21875
-30	3.65625	6.46875	10.6875	5.25	8.53125	13.21875	3.84375	10.5	15.375	8.625	13.6875	19.125
-25	3.46875	6.46875	10.875	4.96875	9.09375	13.59375	3.75	10.125	15.84375	8.53125	14.25	19.6875
-20	3.375	6.375	10.6875	4.78125	9.1875	17.625	3.75	9.75	12.375	8.25	11.53125	15.28125
-15	3.1875	6.375	11.15625	4.59375	9	16.3125	3.65625	9.84375	12.5625	8.0625	11.4375	15.5625
-10	3	6.5625	10.78125	4.40625	9.5625	16.3125	3.75	9.75	12.84375	7.96875	11.4375	15.9375
-5	6.5625	9.84375	12.1875	5.0625	9	11.8125	3.75	9.65625	13.21875	7.875	11.4375	16.5
0	6.5625	9.28125	12.84375	5.0625	8.25	11.8125	3.75	9.84375	13.21875	7.875	11.625	17.71875
5	3.65625	8.15625	9.9375	4.96875	8.8125	11.8125	3.9375	4.875	9.84375	4.6875	7.96875	11.8125
10	3.5625	7.5	9.84375	5.0625	8.34375	12.09375	4.125	9.75	13.5	7.96875	11.90625	19.21875
15	3.5625	6.84375	10.03125	5.625	7.78125	12.5625	4.125	9.84375	14.0625	8.0625	12.09375	19.875
20	3.46875	6.46875	10.03125	5.53125	7.5	12.75	4.125	9.9375	14.8125	8.25	12.1875	17.8125
25	3.5625	9.9375	14.4375	8.25	13.125	16.5	4.78125	9.84375	14.71875	8.34375	12.65625	21.5625
30	3.9375	10.03125	14.4375	8.15625	13.40625	16.3125	4.6875	9.75	14.8125	8.25	12.9375	20.8125
35	4.03125	10.125	14.34375	8.15625	13.5	16.5	4.59375	9.65625	14.15625	8.25	13.03125	14.25
40	4.125	10.125	14.53125	8.53125	13.6875	16.40625	4.40625	9.84375	14.25	8.34375	13.875	15.09375
45	4.40625	10.125	14.4375	8.71875	13.59375	16.3125	4.3125	9.9375	16.03125	8.625	15	16.96875
50	4.6875	7.78125	9.84375	7.3125	8.8125	13.3125	4.3125	9.5625	14.71875	7.40625	14.4375	16.78125
55	4.6875	7.59375	9.9375	7.21875	8.90625	13.40625	4.96875	8.25	9.375	7.5	9	14.0625
60	4.6875	7.5	10.03125	7.125	9.09375	13.96875	5.0625	7.875	9.65625	7.59375	9.09375	14.25
65	4.59375	7.21875	10.03125	7.03125	9.09375	14.0625	4.96875	7.6875	9.65625	7.40625	9	14.15625
70	4.59375	9.9375	15.5625	9	14.0625	19.40625	4.875	7.40625	9.5625	7.21875	8.90625	14.15625
75	4.5	9.9375	15.1875	8.90625	14.0625	19.5	4.875	14.625	18.375	14.34375	17.8125	21
80	4.3125	6.9375	9.84375	6.5625	9.1875	14.15625	4.3125	14.625	18.5625	14.25	17.90625	20.90625
85	4.21875	7.03125	9.84375	6.46875	9.28125	14.25	4.3125	11.90625	14.625	11.25	14.4375	20.625
90	4.21875	7.03125	9.84375	6.5625	9.1875	14.34375	4.3125	12.09375	21.28125	11.25	20.25	21.9375
