Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.65625	5.625	7.125	3.1875	5.15625	6.28125	4.59375	10.21875	15	7.6875	13.03125	17.625
-35	4.03125	6.09375	7.5	3.5625	5.4375	6.75	4.78125	10.40625	15.1875	8.0625	13.59375	18.1875
-30	4.5	6.65625	8.15625	3.84375	5.8125	7.6875	5.71875	10.3125	15.1875	8.25	13.78125	18.46875
-25	4.96875	7.125	10.6875	4.125	6.28125	8.15625	5.90625	10.6875	11.53125	8.53125	10.78125	19.03125
-20	3.1875	5.53125	7.875	4.40625	6.9375	8.71875	5.90625	9.9375	12.1875	8.53125	11.0625	17.15625
-15	3.5625	5.90625	10.21875	4.875	7.59375	14.0625	5.90625	9.375	12.75	8.4375	11.15625	16.96875
-10	4.21875	10.125	14.625	8.25	12.75	18.5625	5.8125	9.46875	13.40625	8.8125	11.34375	17.15625
-5	5.0625	8.53125	10.40625	3.375	7.40625	8.71875	5.71875	13.40625	19.78125	11.53125	17.625	19.875
0	5.4375	10.3125	15.09375	3.75	8.53125	13.40625	5.8125	9.65625	13.59375	3.09375	8.90625	11.71875
5	5.71875	10.21875	15.84375	4.3125	8.90625	14.8125	5.8125	9.46875	13.59375	3.09375	8.4375	11.8125
10	6.375	9.9375	15.1875	5.0625	8.53125	14.0625	5.8125	9.65625	13.78125	8.53125	12.09375	18.375
15	9.09375	11.15625	17.4375	8.71875	9.65625	16.3125	5.90625	9.5625	13.96875	8.34375	12.46875	18.375
20	4.125	14.53125	22.6875	3.46875	11.0625	18.9375	6.09375	9.65625	14.34375	8.34375	12.84375	18.09375
25	4.125	9.9375	13.5	9	12.1875	13.6875	6	9.65625	14.34375	8.34375	13.40625	17.71875
30	3.84375	9.65625	14.34375	8.625	13.3125	17.8125	5.71875	9.5625	16.21875	8.0625	16.03125	16.875
35	3.46875	9.84375	15	9	14.0625	19.21875	5.4375	9.75	19.59375	7.875	16.59375	20.71875
40	3.09375	4.3125	10.03125	3.9375	9.1875	13.96875	5.15625	9.75	18.9375	7.6875	16.5	20.0625
45	4.21875	5.8125	10.125	3.5625	5.71875	9.09375	4.96875	9.84375	14.8125	8.34375	14.15625	16.5
50	4.125	15	17.625	3.46875	13.96875	16.875	5.0625	7.6875	9.28125	7.21875	8.15625	13.875
55	4.3125	10.03125	14.71875	3.28125	9.5625	13.96875	4.96875	7.40625	9	7.21875	8.34375	13.78125
60	4.59375	9.84375	14.71875	9.28125	14.25	16.5	4.96875	15	17.34375	13.96875	16.40625	18.375
65	4.5	9.84375	14.8125	9.1875	13.96875	16.78125	4.875	14.90625	17.15625	14.0625	16.875	17.8125
70	4.40625	9.84375	14.8125	9.1875	14.15625	16.21875	4.78125	14.71875	18.5625	14.0625	18.1875	20.25
75	4.40625	9.84375	14.71875	9.1875	14.25	19.3125	4.875	9.46875	14.8125	9.09375	14.0625	20.25
80	4.21875	9.75	14.8125	9.375	14.15625	19.40625	4.40625	11.8125	14.71875	11.53125	14.34375	20.25
85	4.21875	6.9375	9.84375	6.65625	9.1875	14.25	4.40625	6.84375	12.09375	6.65625	11.34375	14.25
90	4.21875	6.9375	14.8125	6.75	14.34375	16.59375	4.3125	12.1875	14.625	11.4375	14.4375	20.15625
