Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.125	9.75	15.75	7.59375	13.59375	20.8125	3.84375	10.875	15.09375	9	13.3125	19.78125
-35	4.125	9.84375	11.90625	8.0625	11.625	13.59375	3.9375	10.875	15.1875	8.8125	13.59375	19.21875
-30	4.125	10.03125	12.09375	8.53125	11.25	13.40625	3.84375	10.6875	14.90625	8.71875	13.875	18.84375
-25	4.03125	9.9375	12.46875	8.53125	11.4375	13.3125	3.65625	10.6875	19.78125	8.625	18.46875	21.09375
-20	3.9375	12.65625	14.90625	10.78125	13.21875	20.90625	3.5625	10.5	19.875	8.53125	17.8125	20.625
-15	3.9375	15.375	19.59375	10.5	18.9375	20.8125	3.46875	10.5	17.4375	8.53125	17.15625	17.625
-10	4.40625	10.6875	15.1875	10.5	11.4375	16.3125	3.5625	10.875	19.21875	8.71875	17.0625	19.40625
-5	4.5	13.125	15.65625	11.625	13.875	19.21875	3.5625	10.96875	19.3125	8.71875	16.96875	19.78125
0	4.40625	13.03125	16.6875	11.71875	13.96875	19.03125	3.9375	10.6875	12.9375	8.8125	12.09375	16.96875
5	4.3125	12.9375	15.75	12	14.4375	16.40625	4.21875	10.78125	12.9375	3.09375	9.09375	11.71875
10	4.3125	13.03125	15.84375	12	14.34375	19.6875	4.21875	10.6875	12.9375	3.09375	9.1875	11.34375
15	4.40625	9.1875	13.5	9	12.375	14.625	4.21875	10.40625	12.84375	3	9.1875	10.96875
20	4.5	14.90625	17.4375	12.1875	16.5	20.8125	4.125	12.9375	14.25	9.46875	13.6875	17.34375
25	4.40625	9.5625	14.25	9.375	12.28125	16.59375	4.125	10.59375	13.03125	9.65625	11.15625	17.625
30	4.40625	9.5625	13.3125	8.90625	12.46875	16.3125	4.125	10.5	13.21875	9.84375	10.78125	17.625
35	4.3125	17.4375	23.0625	16.40625	20.34375	20.34375	4.21875	13.03125	14.53125	10.21875	14.15625	17.71875
40	4.3125	9.75	17.25	9.375	16.3125	19.78125	4.21875	13.3125	20.25	10.6875	17.90625	22.96875
45	4.40625	9.75	17.15625	9.09375	16.125	19.5	4.21875	12.9375	16.6875	10.96875	15.9375	17.71875
50	4.6875	7.78125	17.15625	7.59375	16.125	19.21875	4.125	12.84375	16.78125	11.0625	15.9375	17.90625
55	4.6875	7.6875	16.96875	7.3125	16.125	19.03125	4.78125	12.5625	16.5	11.15625	15.65625	18.46875
60	4.6875	17.0625	22.875	16.03125	18.9375	18.9375	4.78125	12.46875	16.59375	11.53125	15.84375	18.46875
65	4.59375	9.75	16.96875	9.46875	16.125	18.84375	4.78125	12.375	21.1875	11.4375	18.375	22.59375
70	4.59375	9.9375	16.78125	9.28125	16.125	18.9375	4.6875	12.1875	21	11.625	18.28125	18.28125
75	4.59375	9.84375	16.78125	9.1875	16.40625	19.03125	4.6875	12.28125	20.90625	11.4375	18.28125	18.28125
80	4.21875	7.03125	9.75	6.75	9.375	19.125	4.21875	12.1875	21	11.34375	18.5625	22.6875
85	4.21875	7.03125	9.84375	6.65625	9.28125	14.4375	4.3125	12.09375	21	11.25	19.5	22.5
90	4.21875	7.03125	9.84375	6.65625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.0625	22.5
