Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.5625	8.53125	10.875	7.5	9.46875	13.78125	4.125	9.65625	12.46875	7.78125	11.8125	14.0625
-35	3.5625	10.875	15.84375	8.90625	14.15625	19.03125	4.125	9.84375	15.75	8.0625	13.6875	21
-30	3.65625	10.78125	20.0625	8.90625	19.21875	21.75	4.21875	9.9375	12.75	8.53125	12.1875	13.40625
-25	3.75	10.78125	22.875	8.15625	18.5625	18.5625	4.125	9.9375	15	8.625	12	21.65625
-20	3.75	10.59375	19.78125	8.4375	18.46875	19.875	4.125	9.75	16.125	8.53125	11.90625	19.3125
-15	3.84375	8.25	10.59375	7.59375	8.625	18.28125	4.125	16.6875	20.71875	11.71875	19.5	19.5
-10	3.9375	10.59375	19.125	7.875	18	19.5	5.25	17.34375	20.53125	11.34375	19.5	22.78125
-5	3.5625	10.5	22.3125	8.8125	17.90625	22.78125	5.0625	17.0625	20.625	11.34375	19.78125	23.53125
0	3.28125	11.0625	13.6875	9.1875	13.3125	18	4.78125	14.15625	17.0625	11.53125	14.71875	19.96875
5	3.09375	5.34375	11.0625	4.6875	9	18.09375	5.25	13.3125	15	11.53125	14.625	15.28125
10	3.09375	5.4375	8.25	4.5	7.875	8.90625	5.34375	13.40625	17.625	11.8125	15.375	22.5
15	3.1875	5.53125	10.59375	4.78125	8.8125	12.84375	5.0625	9.09375	13.40625	8.71875	11.8125	15.75
20	3.5625	5.625	10.6875	5.25	8.71875	12.9375	4.96875	14.15625	17.15625	11.90625	16.125	18
25	3.84375	11.0625	14.71875	9.09375	13.125	16.59375	4.875	9.46875	13.03125	8.90625	11.90625	16.125
30	3.9375	10.875	14.90625	9.5625	13.59375	16.59375	5.4375	9.28125	16.875	8.625	15.9375	17.4375
35	4.03125	10.78125	17.34375	10.125	16.40625	19.03125	5.34375	8.90625	18.84375	8.34375	17.625	20.90625
40	4.125	17.34375	20.71875	16.3125	18.65625	21.1875	5.15625	14.71875	16.21875	14.4375	16.03125	18.09375
45	4.125	9.65625	17.15625	9.5625	16.21875	18.375	5.0625	9.28125	18.75	9.1875	18.46875	20.53125
50	4.125	17.0625	22.59375	16.125	18.28125	18.28125	5.0625	7.875	11.8125	7.40625	11.71875	14.4375
55	4.125	17.0625	22.3125	15.84375	18.375	18.375	5.0625	7.59375	11.90625	7.3125	11.625	14.25
60	4.40625	16.96875	22.3125	15.9375	18.46875	18.46875	4.96875	7.40625	12.09375	7.21875	11.625	14.25
65	4.5	16.96875	22.03125	16.125	18.5625	23.4375	4.96875	12.09375	18.375	11.53125	18	19.78125
70	4.40625	16.875	22.125	16.125	18.65625	18.65625	4.96875	12.1875	14.71875	11.4375	14.34375	19.59375
75	4.40625	9.65625	16.875	9.375	16.40625	18.84375	4.96875	12.09375	14.71875	11.53125	14.25	19.6875
80	4.125	21.84375	21.84375	19.03125	19.03125	19.03125	4.40625	12.1875	14.71875	11.34375	14.4375	19.6875
85	4.21875	9.75	14.53125	9.28125	14.34375	16.40625	4.40625	12.1875	21.375	11.25	19.875	22.78125
90	4.21875	14.8125	16.875	14.34375	16.5	19.3125	4.3125	12.1875	21.09375	11.34375	20.15625	22.03125
