Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.75	10.5	14.90625	8.25	12.5625	17.34375	4.3125	5.625	10.40625	5.34375	8.15625	13.5
-35	3.84375	10.59375	14.90625	8.25	12.75	17.71875	4.03125	5.8125	10.875	4.96875	8.4375	13.6875
-30	3.84375	10.5	15	8.0625	13.21875	18.28125	3.75	6.28125	10.59375	5.0625	8.4375	13.96875
-25	3.75	10.40625	15.1875	7.78125	13.40625	18.65625	3.46875	6.46875	10.96875	4.875	8.90625	16.3125
-20	3.75	10.3125	15.28125	7.78125	13.40625	18.75	3.28125	6.375	10.40625	4.6875	9	11.34375
-15	3.75	10.21875	15.28125	7.875	13.5	19.21875	3.09375	6.1875	9.65625	4.5	8.34375	10.96875
-10	3.75	10.21875	21.1875	8.0625	19.125	23.34375	6.28125	12.9375	17.15625	4.3125	11.4375	16.5
-5	3.75	10.125	17.0625	8.0625	16.5	19.21875	6.5625	9.65625	13.125	4.40625	8.71875	11.53125
0	3.84375	9.9375	12.09375	7.96875	12	16.96875	6.375	9.1875	13.3125	4.875	7.875	11.90625
5	3.9375	9.9375	11.8125	8.0625	11.53125	11.90625	6.375	8.15625	9.84375	4.78125	7.21875	8.90625
10	4.03125	9.84375	12.65625	8.25	11.71875	18.46875	3.46875	7.3125	9.65625	4.78125	8.34375	12.375
15	4.03125	9.84375	12.9375	8.34375	11.8125	18.9375	3.375	6.75	9.75	5.25	7.875	12.84375
20	4.03125	10.03125	13.125	8.625	11.90625	13.6875	3.28125	6.5625	9.9375	5.34375	7.78125	13.125
25	4.3125	9.9375	14.53125	8.8125	12.28125	16.59375	3.28125	6.28125	9.84375	5.25	8.34375	13.5
30	4.5	9.84375	13.6875	8.71875	12.5625	16.6875	3.9375	5.625	9.75	5.15625	8.25	15.46875
35	4.40625	9.84375	13.59375	8.53125	12.5625	16.40625	4.03125	9.84375	16.40625	8.15625	15.65625	20.4375
40	4.3125	10.125	13.875	9.09375	13.03125	16.03125	4.125	9.84375	16.40625	8.25	15.65625	19.96875
45	4.21875	10.03125	13.59375	8.90625	13.21875	14.0625	4.875	9.84375	16.6875	8.625	15.75	18.09375
50	4.125	9.9375	15.09375	9.1875	13.59375	17.0625	4.96875	7.96875	9.375	7.3125	8.53125	15.46875
55	4.21875	10.03125	15.46875	9.1875	13.875	19.5	4.96875	7.78125	9.375	7.21875	8.625	15
60	4.6875	7.78125	9.9375	7.40625	9	13.875	4.96875	7.5	9.5625	7.21875	8.71875	14.34375
65	4.6875	7.5	10.03125	7.3125	8.90625	13.96875	4.96875	7.21875	9.65625	7.125	9.28125	14.34375
70	4.59375	10.03125	15.1875	8.90625	13.96875	19.59375	4.875	9.65625	14.8125	9	14.25	18.09375
75	4.59375	9.9375	15	9	13.96875	19.5	4.78125	9.65625	14.90625	8.90625	14.25	20.4375
80	4.21875	7.03125	9.9375	6.5625	9.28125	14.15625	4.40625	14.71875	23.15625	14.25	20.53125	20.53125
85	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.40625	6.9375	12	6.65625	11.34375	14.34375
90	4.21875	7.03125	9.5625	6.65625	9.375	14.34375	4.3125	12.09375	21.46875	11.34375	20.25	22.21875
