Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.03125	10.59375	15.09375	8.0625	13.03125	18.46875	3.84375	10.40625	14.90625	8.625	12.75	17.53125
-35	3.9375	6.1875	10.78125	5.15625	8.53125	13.125	3.84375	6.5625	10.59375	6.1875	8.71875	13.03125
-30	3.75	6.375	10.6875	5.0625	8.625	13.3125	3.84375	10.40625	15.1875	8.625	13.59375	19.03125
-25	3.46875	6.46875	10.78125	4.875	8.8125	13.6875	3.75	10.03125	15.65625	8.34375	14.25	19.5
-20	3.28125	6.375	10.6875	4.59375	9.1875	19.125	3.75	9.84375	12	8.15625	11.34375	14.90625
-15	3.09375	6.28125	10.5	4.40625	9	16.03125	3.75	9.84375	12.5625	8.0625	11.4375	15.46875
-10	6.375	10.78125	17.4375	4.21875	9.65625	16.40625	3.84375	9.75	12.84375	7.96875	11.53125	15.84375
-5	6.46875	9.84375	12.09375	4.21875	9	11.53125	3.9375	9.65625	13.21875	8.0625	11.53125	16.59375
0	6.375	9.28125	12.75	4.78125	8.4375	11.71875	4.03125	9.65625	13.21875	8.0625	11.625	17.53125
5	3.5625	6.375	7.96875	3.1875	4.78125	7.5	4.125	9.84375	13.78125	8.0625	11.625	18.09375
10	3.5625	7.125	9.84375	4.78125	8.34375	12.09375	4.21875	9.75	13.3125	8.0625	11.90625	19.03125
15	3.46875	6.75	10.03125	5.25	7.78125	12.46875	4.21875	9.84375	14.4375	7.875	12.1875	19.875
20	3.375	6.46875	9.9375	5.34375	7.5	12.75	4.125	9.9375	14.90625	8.0625	12.28125	20.15625
25	3.375	5.90625	9.9375	5.34375	8.15625	13.125	4.125	9.84375	14.53125	8.25	12.84375	21.9375
30	3.9375	10.03125	14.34375	8.0625	13.40625	16.3125	4.78125	9.75	15	8.25	13.03125	20.34375
35	4.03125	10.125	14.25	8.0625	13.5	16.40625	4.6875	9.65625	13.96875	8.25	13.03125	14.34375
40	4.125	10.125	14.34375	8.4375	13.6875	16.40625	4.5	9.75	14.34375	8.4375	13.96875	15.1875
45	4.40625	10.125	14.4375	8.625	13.6875	16.40625	4.40625	9.9375	15.9375	8.71875	15.09375	16.875
50	4.6875	7.78125	9.84375	7.21875	8.71875	13.3125	4.40625	8.0625	9.46875	7.3125	8.53125	14.4375
55	4.6875	7.59375	9.9375	7.21875	8.90625	13.40625	4.59375	7.96875	14.71875	7.40625	13.96875	16.21875
60	4.6875	7.40625	9.9375	7.125	9.1875	14.0625	4.96875	9.5625	14.8125	9.1875	14.15625	16.59375
65	4.59375	7.21875	9.9375	7.03125	9.09375	14.0625	4.96875	7.6875	9.65625	7.3125	9	14.15625
70	4.59375	9.9375	15.5625	9.09375	14.0625	19.40625	4.875	7.5	9.46875	7.21875	8.90625	14.15625
75	4.5	9.9375	15.1875	8.90625	14.0625	19.5	4.875	14.625	18.375	14.34375	17.71875	21
80	4.3125	6.9375	9.84375	6.5625	9.1875	14.15625	4.3125	14.71875	18.5625	14.25	18	20.90625
85	4.21875	7.03125	9.84375	6.46875	9.28125	14.15625	4.3125	11.90625	14.53125	11.25	14.4375	20.625
90	4.21875	7.03125	9.84375	6.5625	9.1875	14.34375	4.3125	12.1875	21.28125	11.34375	20.25	21.9375
