Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.40625	10.5	14.8125	7.78125	12.65625	16.875	6.09375	7.78125	9.28125	5.4375	7.21875	8.53125
-35	4.40625	10.59375	14.90625	8.0625	12.84375	17.15625	6.46875	8.34375	9.9375	5.625	7.78125	9
-30	4.59375	10.59375	15	8.34375	13.125	17.25	3	6.9375	9.1875	6.09375	8.25	9.84375
-25	5.8125	10.6875	14.71875	8.8125	13.21875	17.4375	3.28125	5.71875	7.6875	4.96875	6.9375	8.8125
-20	5.90625	10.6875	14.53125	8.90625	13.5	17.4375	3.5625	6.375	8.625	5.4375	7.6875	9.5625
-15	5.90625	9.375	11.0625	9.1875	9.65625	15.46875	3.84375	7.03125	10.03125	6.1875	8.53125	12
-10	5.71875	10.6875	16.6875	9.84375	15.84375	17.4375	4.40625	8.4375	10.96875	7.125	9.65625	13.3125
-5	5.625	16.6875	21.75	15.75	17.25	22.59375	5.0625	10.03125	13.59375	4.21875	8.25	12.9375
0	5.53125	9.84375	21.28125	9.28125	16.125	22.78125	3	6.46875	10.78125	5.71875	9.1875	11.4375
5	5.71875	9.5625	12.5625	8.71875	12.1875	16.03125	3.75	9.65625	13.6875	7.125	12.09375	17.53125
10	5.625	9.75	13.03125	9.09375	12.09375	16.125	3.9375	9.65625	18.28125	8.4375	15.75	19.78125
15	5.4375	9.75	13.59375	8.625	12.375	16.03125	4.125	12.84375	23.25	11.15625	21.5625	21.5625
20	6	9.75	14.34375	8.53125	12.65625	16.03125	4.5	14.71875	20.625	13.875	19.03125	21.75
25	5.71875	9.75	14.34375	8.53125	13.125	15.84375	4.5	9.65625	15.28125	8.8125	13.875	16.6875
30	5.34375	9.84375	14.4375	8.25	13.40625	15.65625	4.3125	8.8125	15.1875	8.625	14.25	22.3125
35	4.875	10.03125	18.28125	7.96875	13.875	21.75	3.9375	9.46875	18.65625	9.1875	18.375	22.3125
40	4.59375	8.15625	10.03125	7.78125	8.625	14.25	3.28125	8.8125	14.25	8.15625	13.6875	19.59375
45	4.5	10.03125	15.9375	8.625	14.0625	16.40625	3	4.21875	12.09375	3.9375	11.53125	14.0625
50	4.59375	7.875	9.5625	7.125	8.71875	13.96875	4.40625	14.71875	21.09375	3.65625	14.34375	20.0625
55	4.59375	7.59375	15.9375	7.125	13.96875	20.4375	4.875	12	22.125	3.46875	11.25	21.375
60	4.59375	7.3125	9.84375	7.21875	9.375	13.96875	4.6875	14.53125	22.96875	3.28125	13.96875	22.59375
65	4.59375	9.84375	15.375	9.28125	14.0625	19.5	4.59375	21.46875	21.46875	20.34375	22.5	22.5
70	4.59375	9.84375	15	9.1875	14.15625	15.84375	4.59375	11.90625	14.8125	11.625	14.25	16.03125
75	4.59375	9.84375	15.09375	9.09375	14.15625	19.3125	4.59375	18.28125	21	17.8125	20.25	22.875
80	4.3125	7.03125	9.75	6.5625	9.28125	14.25	4.21875	12.1875	14.53125	11.53125	14.4375	18.375
85	4.3125	7.03125	9.84375	6.46875	9.28125	14.15625	4.3125	12.09375	21.1875	11.25	20.0625	22.3125
90	4.21875	7.03125	9.84375	6.65625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.15625	22.3125
