Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.125	10.3125	16.40625	7.6875	14.53125	17.25	3.65625	10.96875	15.28125	9.1875	13.59375	20.8125
-35	4.125	10.3125	16.3125	7.875	14.25	16.96875	3.65625	6.375	10.875	6.09375	9.28125	13.03125
-30	4.21875	10.3125	13.21875	8.25	12.65625	14.15625	3.75	6	10.6875	5.34375	8.8125	14.25
-25	4.21875	10.40625	13.6875	8.71875	12.5625	13.875	3.9375	6.28125	10.78125	5.625	9	15.28125
-20	4.21875	10.21875	13.59375	8.8125	12.5625	14.34375	4.125	10.6875	19.875	8.53125	18.65625	18.65625
-15	4.21875	5.625	10.875	5.4375	10.5	12.46875	4.03125	10.6875	19.5	8.8125	18.28125	20.0625
-10	5.25	11.25	13.78125	10.78125	12.375	14.15625	4.03125	10.6875	19.125	8.90625	17.90625	19.78125
-5	5.15625	13.96875	17.71875	12	14.34375	19.125	3.84375	10.40625	13.125	8.625	12.09375	17.0625
0	4.875	13.875	17.90625	11.71875	14.625	19.21875	3.84375	9.375	13.03125	8.8125	10.3125	16.5
5	4.875	9.28125	13.6875	9.09375	12	15.09375	3.9375	9.28125	12.28125	8.53125	10.03125	17.15625
10	4.96875	13.78125	18	12.1875	15.28125	19.03125	4.03125	8.15625	10.59375	6.75	9.1875	11.8125
15	4.875	9.65625	13.78125	8.71875	12.375	15.75	4.21875	8.0625	10.5	6.65625	9.5625	11.90625
20	4.6875	9.75	14.34375	8.8125	12.5625	16.3125	4.21875	9.28125	12.5625	8.34375	9.9375	17.4375
25	4.59375	9.75	14.625	8.8125	12.9375	16.125	4.21875	12.46875	14.71875	8.53125	13.96875	17.53125
30	4.59375	9.5625	14.625	8.4375	13.78125	16.125	4.21875	12.5625	19.5	10.03125	17.90625	17.90625
35	4.6875	9	9.9375	8.25	9.09375	14.25	4.21875	12.9375	19.96875	10.96875	17.90625	17.90625
40	4.6875	9.9375	15	9	14.0625	16.125	4.3125	12.75	16.6875	10.96875	16.125	17.625
45	4.6875	9.84375	15.28125	8.90625	13.96875	16.40625	4.3125	12.75	16.59375	11.625	15.9375	17.625
50	4.78125	7.78125	15.28125	7.3125	14.15625	16.3125	4.40625	12.1875	16.59375	11.0625	16.125	17.8125
55	4.6875	7.6875	15.09375	7.21875	14.0625	15.9375	4.5	12.28125	20.625	11.71875	18.46875	18.46875
60	4.6875	7.40625	9.75	7.125	9.46875	14.15625	4.59375	12.09375	16.3125	11.71875	16.125	18.5625
65	4.6875	7.21875	9.84375	7.03125	9.375	14.15625	4.59375	12.09375	21	11.625	18.28125	22.6875
70	4.6875	9.84375	14.71875	9.1875	14.15625	16.03125	4.59375	12.09375	16.5	12	16.125	18.46875
75	4.59375	9.84375	14.8125	9.09375	14.15625	19.21875	4.59375	12.1875	20.8125	11.4375	18.375	18.375
80	4.3125	7.03125	9.75	6.5625	9.28125	14.25	4.21875	12.09375	18.9375	11.34375	18.65625	19.96875
85	4.21875	7.03125	9.84375	6.5625	9.28125	14.25	4.3125	12.1875	21.09375	11.25	19.78125	22.59375
90	4.21875	7.03125	9.84375	6.65625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.0625	22.5
