Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.84375	10.6875	15.375	8.8125	13.03125	18.46875	3.84375	10.875	15.1875	8.90625	13.40625	18.65625
-35	3.84375	6.46875	10.6875	6	8.625	13.3125	3.84375	6.46875	11.0625	5.90625	9	13.6875
-30	3.65625	6.65625	10.78125	5.71875	8.4375	13.5	3.84375	10.6875	15.375	8.90625	14.0625	19.78125
-25	3.5625	6.75	11.15625	5.53125	9.75	13.6875	3.75	10.125	21.09375	8.4375	20.25	20.25
-20	3.46875	6.65625	11.4375	5.4375	9.5625	15	3.75	9.75	12.5625	8.0625	11.4375	15.75
-15	3.375	6.46875	9.1875	5.53125	8.53125	10.40625	3.75	9.75	12.84375	7.875	11.34375	15.84375
-10	3.375	8.625	12	6.46875	10.3125	16.59375	3.84375	9.5625	12.9375	7.78125	11.53125	16.875
-5	3.75	8.25	9.5625	6.375	9.46875	11.34375	4.03125	9.65625	13.21875	7.78125	11.53125	17.15625
0	4.03125	9.5625	13.21875	6.65625	11.625	18.28125	4.3125	9.65625	13.40625	7.6875	11.71875	18.09375
5	4.03125	9.65625	13.3125	7.125	11.90625	14.15625	4.3125	9.65625	13.40625	7.6875	11.8125	19.125
10	3.9375	8.625	10.03125	7.21875	8.71875	12.09375	4.3125	9.84375	13.40625	7.875	12.09375	19.78125
15	3.9375	9.9375	12.9375	8.4375	12	13.6875	4.21875	9.84375	13.125	7.78125	12.1875	13.3125
20	3.9375	10.03125	13.125	8.4375	12.28125	13.6875	4.3125	9.84375	14.8125	8.0625	12.75	17.90625
25	4.125	10.03125	12.75	8.71875	12.28125	13.6875	4.5	9.75	14.625	8.25	12.75	17.15625
30	4.125	10.03125	13.78125	8.625	12.84375	14.0625	4.5	9.75	15	8.15625	12.9375	20.625
35	4.125	10.125	13.5	8.53125	12.65625	13.96875	4.40625	9.75	14.625	8.15625	13.40625	15.375
40	4.125	10.125	14.625	8.8125	12.9375	16.3125	4.3125	9.9375	13.875	8.53125	13.3125	14.71875
45	4.21875	10.125	14.0625	8.90625	13.125	16.03125	4.21875	9.84375	16.3125	8.4375	15.09375	17.4375
50	4.875	7.96875	9.9375	7.3125	9	13.3125	4.21875	5.0625	9.375	4.59375	7.59375	16.6875
55	4.78125	7.78125	9.9375	7.3125	8.90625	13.59375	5.0625	8.4375	9.65625	7.5	9.1875	16.875
60	4.6875	7.6875	10.03125	7.125	8.8125	13.875	4.96875	7.875	9.75	7.40625	9	14.34375
65	4.59375	7.40625	10.03125	7.03125	8.90625	13.96875	4.875	7.6875	9.65625	7.21875	8.8125	14.0625
70	4.5	10.03125	15.46875	9	14.0625	19.40625	4.78125	7.5	9.65625	7.125	8.8125	14.15625
75	4.5	9.9375	15.1875	8.90625	13.96875	19.5	4.78125	9.65625	14.71875	9	14.4375	17.71875
80	4.21875	6.9375	9.9375	6.5625	9.1875	14.15625	4.40625	18.5625	23.4375	17.90625	20.90625	20.90625
85	4.21875	7.03125	9.84375	6.46875	9.28125	14.25	4.3125	11.90625	14.625	11.34375	14.53125	20.8125
90	4.21875	7.03125	9.75	6.5625	9.28125	14.4375	4.3125	12.09375	21.28125	11.25	20.25	21.9375
