Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.75	8.34375	10.59375	7.59375	9.09375	13.78125	4.21875	9.9375	13.3125	7.6875	12.28125	15.09375
-35	3.84375	5.53125	8.8125	3	5.25	8.25	4.21875	10.03125	13.59375	7.96875	12.46875	15.28125
-30	3.9375	6.09375	10.875	3.375	5.4375	9.46875	4.3125	9.9375	14.4375	8.25	12.84375	15.65625
-25	6.46875	8.34375	10.875	5.90625	7.6875	9.28125	4.40625	9.9375	14.25	8.625	13.125	15.1875
-20	3.1875	10.6875	14.4375	8.25	13.96875	18	4.40625	9.65625	18.28125	8.625	14.0625	20.4375
-15	3.46875	8.15625	10.78125	7.3125	8.90625	13.96875	4.59375	5.71875	11.53125	4.96875	10.875	14.25
-10	3.84375	10.59375	14.34375	7.6875	13.78125	19.03125	5.53125	12.28125	18.1875	11.25	14.34375	19.78125
-5	4.03125	10.78125	14.25	8.71875	13.59375	18.65625	5.4375	12.9375	18.5625	11.4375	14.625	19.96875
0	4.125	10.125	16.59375	8.90625	15.9375	18.1875	5.34375	13.40625	18.9375	11.90625	14.8125	20.0625
5	4.40625	10.3125	14.8125	8.53125	12.9375	18.375	5.53125	9.1875	13.6875	8.71875	12.28125	15.375
10	4.6875	10.78125	14.53125	7.78125	13.03125	18.46875	5.53125	13.875	19.59375	12.5625	15.75	23.15625
15	4.6875	9.75	13.5	3	8.625	10.96875	5.25	9.46875	13.78125	8.53125	12.75	15.84375
20	4.59375	9.46875	14.53125	9.1875	11.34375	16.59375	5.15625	9.375	14.0625	8.34375	13.40625	16.21875
25	4.40625	14.90625	17.0625	12.9375	16.6875	18.5625	5.71875	9.5625	16.40625	8.53125	15.65625	16.59375
30	4.3125	12.5625	14.15625	12.1875	13.6875	16.40625	5.53125	9.375	16.96875	8.34375	15.84375	17.625
35	4.21875	14.625	17.34375	14.0625	16.40625	18.75	5.25	9.375	14.71875	8.15625	14.53125	17.4375
40	4.3125	12.65625	17.0625	12.09375	16.3125	18.1875	4.96875	8.34375	9.65625	8.0625	8.90625	14.15625
45	4.3125	9.84375	16.875	9.28125	15.84375	18.1875	4.875	9.65625	15.28125	8.71875	14.15625	16.59375
50	4.3125	16.96875	21.84375	15.75	18.46875	18.46875	4.96875	7.875	15.09375	7.40625	14.0625	21.1875
55	4.3125	14.53125	17.25	14.15625	16.21875	18.5625	4.96875	15	23.15625	13.96875	20.90625	20.90625
60	4.40625	16.875	22.3125	16.03125	18.75	23.25	4.96875	14.90625	22.875	14.0625	20.34375	20.34375
65	4.40625	14.34375	16.96875	14.0625	16.40625	18.75	4.96875	14.71875	18.46875	14.25	18	20.15625
70	4.40625	9.75	16.78125	9.28125	16.125	18.84375	4.96875	11.8125	14.71875	11.71875	14.15625	19.96875
75	4.40625	9.75	22.125	9.28125	19.03125	19.03125	4.96875	11.90625	14.71875	11.625	14.15625	19.96875
80	4.125	22.21875	22.21875	19.125	22.78125	22.78125	4.40625	12.09375	14.71875	11.34375	14.34375	19.96875
85	4.21875	9.75	14.53125	9.28125	14.34375	16.5	4.40625	12.1875	14.53125	11.25	14.34375	19.96875
90	4.21875	14.8125	16.96875	14.34375	16.5	19.3125	4.3125	12.1875	21.1875	11.4375	20.15625	22.03125
