Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.3125	10.40625	14.625	7.78125	12.5625	16.5	6.09375	7.6875	9.84375	5.34375	7.3125	8.71875
-35	4.3125	10.5	14.8125	8.0625	12.75	16.875	6.5625	8.4375	10.5	5.625	7.875	9.1875
-30	4.40625	10.5	14.90625	8.34375	13.03125	16.875	3	7.03125	9.09375	6	8.53125	9.5625
-25	4.6875	5.71875	10.6875	5.0625	8.8125	13.125	3.28125	5.53125	7.78125	5.0625	6.84375	9.09375
-20	5.8125	10.6875	14.25	8.90625	13.40625	17.15625	3.5625	6.375	8.8125	5.53125	7.78125	9.84375
-15	5.8125	11.15625	16.21875	10.03125	15.1875	17.25	3.84375	7.21875	10.03125	6.28125	9.09375	11.53125
-10	5.71875	10.96875	16.6875	10.21875	15.375	17.15625	4.40625	8.53125	11.4375	7.3125	10.03125	13.6875
-5	5.53125	16.6875	21.75	15.46875	17.0625	22.6875	5.15625	10.5	13.125	9.09375	11.53125	17.71875
0	5.53125	9.65625	21.1875	9.375	15.75	22.875	3.1875	6.1875	11.4375	5.71875	10.3125	17.90625
5	5.625	9.46875	21.1875	8.71875	15.65625	22.6875	3.75	9.46875	18.65625	7.03125	16.5	20.53125
10	5.53125	9.75	13.03125	9.09375	12.1875	15.9375	3.9375	13.5	20.25	11.4375	17.4375	23.15625
15	5.4375	9.75	13.96875	8.625	12.5625	15.75	3.9375	9.9375	18.5625	8.8125	17.15625	19.5
20	5.71875	9.75	14.34375	8.53125	12.84375	15.75	4.40625	12.46875	14.71875	3.5625	11.71875	14.0625
25	5.625	9.75	14.25	8.53125	13.125	15.5625	4.40625	12.375	20.8125	3.09375	11.71875	18.28125
30	5.25	9.75	14.34375	8.25	13.59375	15.1875	4.21875	13.03125	16.78125	11.53125	16.125	17.34375
35	4.59375	10.03125	18.09375	7.96875	14.34375	21.65625	3.9375	16.21875	18.46875	15.375	17.53125	19.40625
40	4.5	8.15625	9.9375	7.875	8.71875	14.25	3.375	8.8125	14.90625	8.34375	14.0625	18
45	4.5	10.03125	15.84375	8.625	14.0625	16.40625	3	4.3125	5.625	3.84375	5.4375	11.34375
50	4.59375	7.875	9.46875	7.125	8.8125	13.96875	4.6875	14.625	21.9375	3.65625	14.0625	20.25
55	4.59375	7.6875	16.03125	7.125	13.875	20.34375	4.78125	12.09375	16.59375	3.46875	11.34375	16.3125
60	4.59375	7.3125	9.84375	7.21875	9.375	13.96875	4.6875	14.625	20.71875	3.28125	14.0625	19.21875
65	4.59375	9.84375	15.28125	9.28125	14.0625	19.40625	4.59375	18.09375	21.65625	17.71875	20.4375	22.59375
70	4.59375	9.84375	15	9.1875	14.15625	15.84375	4.59375	12	14.8125	11.625	14.25	16.125
75	4.59375	9.84375	15	9.09375	14.15625	19.3125	4.59375	18.375	21	17.90625	20.0625	22.875
80	4.3125	7.03125	9.75	6.5625	9.28125	14.25	4.21875	12.1875	21.375	11.53125	20.53125	22.6875
85	4.3125	7.03125	9.84375	6.46875	9.28125	14.15625	4.3125	12.1875	21.09375	11.25	19.96875	22.40625
90	4.21875	7.03125	9.84375	6.65625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.15625	22.3125
