Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.03125	10.875	14.71875	7.78125	13.875	19.125	4.125	11.25	15.1875	9.1875	13.6875	19.6875
-35	3.9375	10.875	14.53125	8.53125	13.78125	18.65625	4.03125	11.25	15	8.90625	13.6875	19.5
-30	3.9375	10.78125	14.0625	8.4375	13.6875	18.5625	3.84375	10.96875	14.71875	8.4375	13.78125	17.625
-25	3.84375	10.78125	22.5	8.34375	18.375	18.375	3.75	10.78125	22.21875	8.34375	19.40625	19.40625
-20	3.75	10.6875	22.125	8.34375	18.09375	18.09375	3.75	10.96875	18.375	8.71875	17.4375	19.59375
-15	3.75	10.78125	22.21875	8.34375	18	18	3.75	10.78125	12.375	8.71875	11.90625	17.53125
-10	3.84375	10.78125	13.875	8.53125	13.125	18	4.03125	13.3125	19.125	8.71875	17.4375	19.875
-5	4.125	10.78125	21.84375	8.53125	18.09375	22.40625	4.3125	11.25	13.40625	9.1875	11.4375	17.53125
0	4.3125	10.78125	21.375	8.71875	18.09375	22.03125	4.3125	13.3125	19.40625	9.09375	17.71875	20.0625
5	4.21875	10.875	14.15625	8.90625	13.5	18.1875	4.21875	13.3125	20.625	9.375	17.8125	22.875
10	4.21875	10.875	13.96875	8.90625	13.5	18.28125	4.125	13.5	20.15625	9.65625	18	20.25
15	4.125	10.875	14.625	9	13.21875	18.46875	4.3125	13.40625	20.71875	9.84375	18.09375	18.09375
20	4.125	10.875	14.71875	9.375	12.84375	18.65625	4.59375	14.15625	20.8125	10.3125	18.09375	18.09375
25	4.21875	12	14.71875	9.5625	13.125	16.59375	4.59375	14.15625	20.625	10.3125	18.28125	18.28125
30	4.21875	11.53125	14.8125	9.9375	13.03125	16.6875	4.5	13.96875	20.4375	10.59375	18.09375	18.09375
35	4.21875	11.0625	17.4375	9.84375	16.5	19.21875	4.5	13.78125	19.875	10.875	17.90625	17.90625
40	4.125	10.5	17.34375	9.84375	16.3125	18.9375	4.5	13.78125	16.5	11.0625	16.3125	18
45	4.125	14.4375	17.53125	14.0625	16.3125	18.46875	4.59375	13.125	16.6875	10.96875	16.03125	18
50	4.125	17.0625	22.6875	16.125	18.28125	18.28125	4.96875	12.75	16.5	10.96875	15.84375	17.90625
55	4.5	17.15625	22.59375	16.03125	18.28125	18.28125	4.875	12.46875	16.5	11.0625	15.84375	18.09375
60	4.59375	16.96875	22.6875	15.9375	18.28125	18.28125	4.875	12.46875	16.40625	11.34375	15.75	18.1875
65	4.59375	16.875	23.0625	15.9375	18.375	18.375	4.78125	12.46875	21.46875	11.4375	18.09375	18.09375
70	4.5	9.65625	16.96875	9.46875	16.03125	18.375	4.78125	12.375	21	11.34375	18.28125	18.28125
75	4.40625	9.75	16.96875	9.28125	16.21875	18.5625	4.78125	12.1875	21	11.34375	18.375	18.375
80	4.125	16.6875	22.03125	16.5	18.84375	22.6875	4.21875	12.1875	21.28125	11.25	18.75	22.59375
85	4.125	9.75	22.875	9.28125	19.125	19.125	4.3125	12.1875	20.71875	11.25	19.5	22.5
90	4.21875	9.65625	14.8125	9.28125	14.34375	19.3125	4.3125	12.09375	21.1875	11.25	20.15625	22.03125
