Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	5.90625	7.5	8.90625	5.4375	6.75	8.4375	4.5	10.21875	14.90625	7.6875	12.9375	17.25
-35	6.375	7.96875	10.96875	5.71875	7.125	8.90625	4.6875	10.40625	15.09375	8.0625	13.40625	17.8125
-30	4.875	6.9375	8.71875	4.40625	6.1875	7.78125	5.53125	10.3125	15.09375	8.25	13.6875	18
-25	3.1875	5.53125	7.40625	4.6875	6.75	8.4375	5.8125	11.4375	20.15625	8.53125	18.46875	20.53125
-20	3.46875	6	8.34375	5.0625	7.3125	9.09375	5.90625	9.9375	12	8.53125	10.96875	17.25
-15	3.75	6.5625	9.84375	5.625	8.0625	12.75	5.90625	9.28125	12.65625	8.53125	10.96875	16.875
-10	4.125	7.40625	10.40625	3	6.375	9.1875	5.8125	9.28125	13.03125	9.09375	11.25	16.96875
-5	5.625	9.1875	12.09375	4.59375	7.3125	10.6875	5.71875	13.3125	19.5	11.53125	17.34375	19.96875
0	6.1875	9.84375	13.5	5.25	8.53125	11.4375	5.71875	9.65625	13.5	8.90625	11.71875	17.53125
5	3.375	12.5625	14.8125	11.0625	13.875	16.5	5.8125	9.46875	13.59375	8.4375	11.90625	17.71875
10	3.65625	9.5625	15	7.875	12.1875	18.75	5.8125	9.65625	13.6875	8.53125	12.1875	17.90625
15	3.84375	12.46875	15.65625	11.0625	14.25	17.71875	5.8125	9.5625	13.96875	8.34375	12.75	17.8125
20	4.3125	9.9375	13.125	9.28125	11.53125	16.96875	6.09375	9.65625	14.25	8.34375	13.03125	17.4375
25	4.3125	9.75	13.96875	8.625	13.40625	16.78125	5.90625	9.5625	14.34375	8.34375	13.59375	16.78125
30	4.03125	10.03125	14.8125	8.90625	13.875	16.6875	5.71875	9.5625	20.625	8.0625	16.03125	22.03125
35	3.65625	9.9375	15	8.53125	14.25	16.96875	5.4375	9.75	19.40625	7.875	16.6875	20.8125
40	3.1875	15.84375	20.90625	15.1875	19.78125	21.09375	5.15625	9.75	18.84375	7.78125	16.59375	21.9375
45	4.21875	10.125	14.625	3.75	9.09375	13.6875	4.96875	9.75	14.90625	8.4375	14.15625	16.5
50	4.21875	14.8125	17.53125	3.5625	14.15625	16.875	5.0625	7.78125	9.28125	7.21875	8.25	13.875
55	4.40625	9.84375	14.90625	3.375	9.5625	14.25	4.875	7.5	8.90625	7.21875	8.4375	13.875
60	4.5	7.3125	9.75	3	7.125	9.46875	4.875	15	17.25	13.96875	16.40625	18.46875
65	4.40625	9.9375	14.8125	9.28125	14.25	16.875	4.875	14.90625	18.65625	14.0625	17.90625	21.28125
70	4.40625	9.84375	14.8125	9.1875	14.0625	16.125	4.78125	14.71875	18.46875	14.0625	18.1875	20.25
75	4.3125	9.75	14.625	9.1875	14.25	19.3125	4.875	9.46875	14.8125	9.09375	14.0625	20.15625
80	4.125	9.75	14.8125	9.375	14.25	19.3125	4.40625	11.90625	14.71875	11.53125	14.34375	20.15625
85	4.21875	6.9375	9.84375	6.65625	9.1875	14.25	4.40625	6.84375	12.09375	6.65625	11.34375	14.25
90	4.21875	6.9375	14.8125	6.75	14.34375	16.59375	4.3125	12.1875	14.625	11.4375	14.4375	20.0625
