Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.46875	6.28125	10.3125	6.09375	8.34375	12.375	4.78125	10.21875	15.1875	7.6875	13.3125	18.46875
-35	3.5625	6.75	10.3125	6.28125	8.4375	12.5625	5.34375	10.3125	15.5625	8.0625	13.96875	18.9375
-30	3.65625	10.21875	13.3125	8.34375	12.5625	13.59375	5.90625	10.40625	15.46875	8.34375	14.34375	19.40625
-25	3.75	5.71875	10.3125	5.625	8.34375	12.1875	6	10.3125	12.09375	8.53125	11.53125	15.46875
-20	3.75	10.21875	13.40625	7.5	12.375	14.34375	6	9.9375	12.5625	8.4375	11.15625	15.84375
-15	3.65625	10.125	13.21875	7.78125	12.5625	14.71875	6	9.75	13.03125	8.8125	11.34375	16.3125
-10	3.65625	9.84375	15.46875	8.0625	14.8125	18.84375	5.90625	9.375	13.6875	3.28125	8.71875	11.34375
-5	3.75	9.84375	11.71875	7.96875	11.25	13.78125	5.90625	13.59375	20.4375	3.46875	11.4375	18.28125
0	3.75	6.09375	9.65625	5.71875	8.0625	10.96875	5.90625	9.5625	13.78125	3.375	9	11.53125
5	3.84375	6.375	9.65625	5.71875	8.34375	10.875	6	9.375	13.78125	3.375	8.53125	11.71875
10	3.9375	6.75	9.84375	6.28125	8.53125	11.25	6	9.5625	13.78125	3.28125	8.4375	11.90625
15	3.9375	10.125	13.03125	8.90625	11.625	17.0625	3.28125	6.09375	9.5625	3.65625	8.15625	12.1875
20	4.125	9.9375	14.625	8.8125	12.5625	16.6875	3.09375	6.1875	9.75	3.75	8.34375	12.65625
25	4.5	9.5625	14.4375	8.625	12.75	19.21875	3.09375	6.09375	9.65625	3.75	8.34375	13.21875
30	4.59375	13.5	14.71875	12.46875	14.15625	16.03125	3.1875	5.8125	9.75	3.46875	8.0625	13.875
35	4.5	9.84375	14.0625	8.90625	13.125	16.03125	5.53125	9.84375	16.6875	7.78125	15.84375	17.8125
40	4.3125	15.46875	21.65625	14.4375	20.4375	22.40625	5.15625	9.84375	22.96875	7.78125	16.40625	16.40625
45	4.21875	10.125	15.375	9.1875	13.96875	16.6875	4.875	9.84375	17.53125	8.34375	16.40625	18.375
50	4.03125	7.78125	9.65625	7.125	8.90625	14.0625	5.0625	7.78125	9.375	7.3125	8.25	13.96875
55	4.125	9.9375	15	9.46875	13.78125	16.3125	4.96875	9.09375	14.90625	8.34375	13.875	16.3125
60	4.59375	9.75	14.90625	9.1875	14.0625	16.59375	4.96875	15.09375	17.4375	13.96875	16.40625	18.28125
65	4.5	9.9375	15	9.09375	14.15625	17.34375	4.875	15	18.75	14.15625	16.875	16.875
70	4.40625	9.9375	15.09375	9.09375	14.0625	16.3125	4.78125	9.5625	14.71875	9.1875	14.15625	18.1875
75	4.40625	9.84375	14.8125	9.09375	14.0625	19.40625	4.78125	9.5625	14.8125	9	14.0625	20.25
80	4.21875	6.9375	9.84375	6.65625	9.28125	14.15625	4.40625	14.71875	14.71875	14.25	20.34375	20.34375
85	4.21875	6.9375	9.75	6.65625	9.1875	14.25	4.40625	6.84375	12.09375	6.65625	11.34375	14.25
90	4.21875	6.9375	14.90625	6.65625	14.34375	16.59375	4.3125	12.1875	14.625	11.4375	14.34375	20.15625
