Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.9375	7.96875	10.875	7.40625	9.09375	13.6875	4.125	9.28125	12.09375	7.875	11.15625	13.78125
-35	3.9375	10.78125	15.5625	8.625	14.0625	18.9375	4.125	9.28125	12.09375	8.625	11.25	13.59375
-30	3.84375	10.78125	19.59375	8.4375	18.84375	20.34375	4.125	9.65625	12.09375	8.8125	11.15625	13.3125
-25	3.65625	10.6875	14.625	8.625	14.0625	18.46875	4.03125	9.75	15	8.53125	11.4375	21.1875
-20	3.5625	10.59375	22.03125	8.4375	18.1875	18.1875	3.9375	9.28125	15.09375	8.71875	11.15625	18.75
-15	3.5625	10.59375	21.65625	8.25	18.09375	18.09375	3.9375	15.09375	19.59375	11.0625	19.03125	21.84375
-10	3.65625	10.6875	22.5	8.625	17.90625	17.90625	4.96875	14.71875	16.3125	11.0625	15.65625	19.03125
-5	3.75	10.78125	22.125	8.71875	18	22.78125	4.78125	15	16.59375	10.78125	15.46875	19.21875
0	4.03125	10.78125	13.40625	3.375	8.25	13.125	4.5	16.6875	20.71875	11.15625	19.3125	21.9375
5	4.40625	10.78125	13.78125	3.46875	7.96875	13.3125	4.40625	13.21875	16.6875	11.0625	14.25	19.5
10	4.5	10.6875	14.4375	3.28125	9	13.59375	4.40625	13.21875	16.78125	11.25	14.90625	19.78125
15	4.40625	10.875	13.6875	3.1875	8.90625	12.75	4.875	13.125	16.96875	11.4375	15.65625	20.34375
20	4.3125	10.96875	14.8125	9.1875	12.84375	18.46875	4.78125	13.40625	16.875	11.4375	15.9375	20.625
25	4.21875	10.96875	14.53125	9.46875	12.9375	16.6875	4.59375	13.03125	17.53125	11.4375	16.03125	20.625
30	4.125	10.6875	11.71875	9.5625	11.25	13.3125	4.59375	9	12.84375	8.90625	11.53125	15.9375
35	4.125	11.34375	17.34375	10.40625	16.40625	19.03125	4.59375	5.15625	12.5625	4.96875	11.71875	17.71875
40	4.21875	10.59375	14.4375	9.9375	14.25	16.40625	4.96875	12.5625	16.5	11.90625	16.125	17.90625
45	4.125	9.84375	17.25	9.375	16.125	18.375	4.875	12.46875	16.21875	11.71875	15.84375	19.78125
50	4.125	17.0625	22.6875	16.125	18.28125	18.28125	5.0625	7.78125	12.09375	7.5	11.53125	19.5
55	4.125	16.96875	22.59375	15.9375	18.28125	18.28125	4.96875	7.59375	12.09375	7.40625	11.53125	16.03125
60	4.40625	17.0625	22.6875	15.9375	18.375	23.25	4.96875	12.1875	22.125	11.625	19.21875	22.78125
65	4.5	16.875	22.21875	15.9375	18.46875	22.78125	4.96875	12.1875	18.375	11.53125	18	19.3125
70	4.5	16.96875	22.125	16.03125	18.46875	22.59375	4.96875	12.1875	21.9375	11.4375	19.21875	22.59375
75	4.40625	9.75	16.875	9.375	16.3125	18.75	4.96875	12.1875	21.46875	11.53125	19.40625	22.78125
80	4.125	21.9375	22.875	18.9375	22.6875	22.6875	4.3125	12.1875	21.46875	11.25	19.5	22.59375
85	4.21875	9.75	14.53125	9.28125	14.4375	16.40625	4.3125	12.1875	21	11.34375	19.78125	19.78125
90	4.21875	9.5625	14.8125	9.375	14.34375	16.59375	4.3125	12.09375	21.09375	11.34375	20.15625	22.03125
