Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	4.5	10.5	15	7.875	12.75	17.4375	3.65625	5.53125	7.03125	3.09375	5.0625	6.1875
-35	4.59375	10.59375	15.09375	8.15625	13.03125	17.71875	4.03125	6	7.3125	3.375	5.34375	6.5625
-30	5.8125	10.59375	15.09375	8.4375	13.3125	17.8125	4.40625	6.5625	10.3125	3.65625	5.625	9
-25	6	10.6875	14.90625	8.71875	13.3125	18	4.875	7.03125	10.59375	4.03125	6.1875	8.34375
-20	6	10.5	14.4375	8.71875	13.59375	17.8125	3.1875	5.4375	7.78125	4.3125	6.84375	8.90625
-15	6	10.6875	22.03125	8.90625	17.8125	17.8125	3.5625	5.90625	9.75	4.78125	7.6875	13.59375
-10	5.8125	10.40625	16.875	9.28125	16.125	17.8125	4.125	6.28125	9.9375	5.53125	8.4375	12.09375
-5	5.71875	16.78125	21.75	16.21875	17.625	22.5	4.875	10.125	13.6875	3.28125	8.90625	12.1875
0	5.71875	9.9375	12.65625	3.09375	9.1875	11.71875	5.4375	10.125	14.15625	3.65625	8.53125	12.5625
5	5.8125	9.46875	13.03125	3	8.71875	11.8125	5.71875	9.9375	13.21875	4.125	8.71875	12.1875
10	5.71875	9.84375	13.21875	9.09375	11.8125	16.40625	6.1875	9.84375	14.71875	4.78125	8.4375	12.9375
15	5.71875	9.75	13.78125	8.53125	12	16.40625	11.0625	12.46875	17.0625	8.34375	11.90625	16.40625
20	6.1875	9.84375	14.4375	8.53125	12.46875	16.5	4.03125	13.40625	18	3.84375	11.34375	17.25
25	5.90625	9.75	14.53125	8.4375	12.9375	16.40625	4.21875	9.9375	14.25	9	12.46875	16.125
30	5.4375	9.84375	14.53125	8.15625	13.21875	16.3125	3.9375	9.5625	17.25	8.34375	15.9375	19.6875
35	4.96875	10.03125	14.53125	7.875	13.59375	15.9375	3.46875	9	22.40625	7.875	22.125	22.6875
40	4.6875	8.25	10.03125	7.6875	8.53125	14.0625	3.09375	4.5	9.375	3.9375	9.1875	14.15625
45	4.5	10.125	15.75	8.53125	13.96875	20.90625	4.40625	9.75	17.90625	3.65625	9.46875	16.78125
50	4.6875	7.875	9.84375	7.125	8.53125	13.875	4.3125	8.15625	14.8125	3.5625	7.96875	14.0625
55	4.59375	7.5	9.84375	7.125	9.375	13.78125	5.0625	16.78125	21.28125	3.375	16.125	20.8125
60	4.59375	7.3125	9.84375	7.125	9.375	14.0625	4.78125	21.65625	22.96875	3.09375	21.1875	22.3125
65	4.5	9.84375	15.5625	9.28125	14.0625	19.6875	4.6875	14.53125	18.28125	14.0625	17.8125	21.09375
70	4.59375	9.84375	15.09375	9.1875	14.0625	15.65625	4.59375	14.71875	16.59375	14.4375	16.03125	20.25
75	4.59375	9.84375	15.09375	9	14.0625	19.3125	4.59375	18.28125	21.46875	17.53125	21.28125	22.6875
80	4.3125	7.03125	9.84375	6.5625	9.28125	14.25	4.3125	12.09375	14.625	11.53125	14.34375	18.1875
85	4.3125	7.03125	9.84375	6.46875	9.28125	14.15625	4.3125	12.09375	21.28125	11.25	20.25	22.21875
90	4.21875	7.03125	9.84375	6.5625	9.1875	14.25	4.3125	12.1875	21.28125	11.25	20.15625	22.21875
